SiteCode,No,NoType,GroupNo,Space,Building Phase,Area,Unit type,Unit entropy,Description,Sieved,Date,ID,Start Date,End Date,Period_Date,Attribution
SKH03,751,Group,163,751,S13.1,161/743,Building,in situ,Main N-S corridor before blocking,FALSE,15/12/2003,GML,1690,1750,1690-1750,Main Corridor
SKH03,752,Group,752,752,X,161/743,Building,in situ,20th century farm as a whole,FALSE,15/12/2003,GML,,,,
SKH03,753,Group,163,753,MC.1,383,Midden,in situ,"Midden on edge of farm mound, south of wall 754",FALSE,17/12/2003,GML,1650,1700,1630-1720,Midden Zone C
SKH03,754,Group,163,754,MC.1,383,Wall,in situ,Boundary wall running along south edge of settlement,FALSE,17/12/2003,GML,1650,1700,1630-1720,Midden Zone C
SKH03,755,Cut,635,364,S34.1,364,Silo,in situ,Cut for hay silo,FALSE,17/12/2003,GML,1880,1920,1870-1930,Silo Pit
SKH03,756,Group,756,756,X,161/743,Building,in situ,19th century Farm,FALSE,22/03/2004,GML,,,,
SKH03,757,Group,799,989,S4.3,161/743,Fireplace,in situ,ash box,FALSE,22/03/2004,GML,1780,1800,1780-1810,Lodge/Dining Room & Chambers
SKH03,758,Deposit,80,80,S20.4,161,Wall,in situ,southern wall of room 80,FALSE,22/03/2004,GML,1750,1770,1750-1780,School Dormitory
SKH04,759,Deposit,744,744,T1.3,161/743,Excavation,disorganized,spoil from 2004 excavations,FALSE,26/05/2004,GML,2002,2007,1990-2020,FSÍ Excavation
SKH04,760,Deposit,81,81,S21.5,161,Floor,in situ,turf levelling at n. End of room 81,FALSE,26/05/2004,AFH,,1790,1780-1810,School Room
SKH04,761,Deposit,679,989,S4.2,161/743,Drain,in situ,drain fill - 1m segment - drain 499,TRUE,27/05/2004,DT,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,762,Deposit,679,989,S4.2,161/743,Drain,in situ,drain fill - 1m segment,TRUE,27/05/2004,DT,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,763,Deposit,679,989,S4.2,161/743,Drain,in situ,drain fill - 1m segment,TRUE,27/05/2004,DT,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,764,Deposit,679,989,S4.2,161/743,Drain,in situ,drain fill - 1m segment,TRUE,27/05/2004,DT,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,765,Deposit,679,989,S4.2,161/743,Drain,in situ,drain fill - 1m segment,TRUE,27/05/2004,DT,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,766,Deposit,679,989,S4.2,161/743,Drain,in situ,drain fill - 1m segment,TRUE,27/05/2004,DT,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,767,Deposit,679,989,S4.2,161/743,Drain,in situ,drain fill - 1m segment,TRUE,27/05/2004,DT,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,768,Deposit,679,989,S4.2,161/743,Drain,in situ,drain fill - 1m segment,TRUE,27/05/2004,DT,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,769,Deposit,679,989,S4.2,161/743,Drain,in situ,drain fill - 1m segment,TRUE,27/05/2004,DT,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,770,Deposit,679,989,S4.2,161/743,Drain,in situ,drain fill - 1m segment,TRUE,27/05/2004,DT,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,771,Deposit,679,989,S4.2,161/743,Drain,in situ,drain fill - 1m segment,TRUE,27/05/2004,DT,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,772,Deposit,329,329,S5.5,743,Wall,disturbed,turf levelling layer?,FALSE,27/05/2004,BL/LP,1800,1830,1780-1840,Pantry/Study & Library
SKH04,773,Deposit,329,329,S5.5,743,Wall,disturbed,turf levelling layer?,FALSE,27/05/2004,BL/LP,1800,1830,1780-1840,Pantry/Study & Library
SKH04,774,Group,81,81,S21.3,161,Post setting,in situ,post pads,FALSE,27/05/2004,AFH,1750,1770,1750-1780,School Room
SKH04,775,Group,163,775,S7.2,743,Building,in situ,corridor of western wing,FALSE,27/05/2004,BL,1760,1800,1750-1810,Vestibule & Corridor
SKH04,776,Deposit,81,81,S21.3,161,Wall,in situ,southeastern wall of room 81,FALSE,27/05/2004,AE,1750,1770,1750-1780,School Room
SKH04,777,Deposit,443,443,S5.4,743,Sill plate,in situ,turf collapse,FALSE,27/05/2004,BL/LP,1780,1800,1780-1810,Pantry/Study & Library
SKH04,778,Deposit,3029,3029,S29.1,161,Floor,in situ,turf levelling layer,FALSE,27/05/2004,SÞ,1780,1800,1780-1810,Infirmary
SKH04,779,Deposit,750,3026,MA.2,743,Burial,in situ,midden backfill and animal bone dump,FALSE,27/05/2004,GML,1910,1930,1900-1930,Midden Zone A
SKH04,780,Cut,750,3026,MA.2,743,Burial,in situ,cut for 20th c. Animal bones dump,FALSE,27/05/2004,GML,1910,1930,1900-1930,Midden Zone A
SKH04,781,Deposit,750,3026,MA.2,743,Burial,in situ,midden backfill and animal bone dump,FALSE,27/05/2004,GML,1910,1930,1900-1930,Midden Zone A
SKH04,782,Cut,750,3026,MA.2,743,Burial,in situ,cut for 20th c. Animal bones dump,FALSE,27/05/2004,GML,1910,1930,1900-1930,Midden Zone A
SKH04,783,Deposit,81,81,S21.3,161,Wall,in situ,southern wall of room 81,FALSE,28/05/2004,AFH,1750,1770,1750-1780,School Room
SKH04,784,Group,1117,751,S13.2,161/743,Drain,in situ,upper drain fill in corridor 30/106,FALSE,28/05/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,785,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,28/05/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,786,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,28/05/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,787,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,28/05/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,788,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,28/05/2004,SGB,1750,1800,1750-1810,Main Corridor
SKH04,789,Deposit,793,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,28/05/2004,SGB,1750,1800,1750-1810,Main Corridor
SKH04,790,Deposit,793,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,28/05/2004,SGB,1750,1800,1750-1810,Main Corridor
SKH04,791,Deposit,793,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,28/05/2004,SGB,1750,1800,1750-1810,Main Corridor
SKH04,792,Deposit,3026,3026,MA.1,161,Slopewash,in situ,slopewash,FALSE,28/05/2004,AFH,1870,1910,1870-1930,Midden Zone A
SKH04,793,Group,1117,751,S13.2,161,Drain,in situ,lower drain fill in corridor 30/106,FALSE,28/05/2004,GML,1750,1800,1750-1810,Main Corridor
SKH04,794,Deposit,775,775,S7.5,743,Wall,disorganized,turf collapse,FALSE,28/05/2004,BL,,1890,1870-1900,Vestibule & Corridor
SKH04,795,Deposit,793,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,28/05/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,796,Deposit,793,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,28/05/2004,SGB,1750,1800,1750-1810,Main Corridor
SKH04,797,Group,989,989,S4.1,161/743,Room,in situ,eastern bay of room 989,FALSE,28/05/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,798,Group,989,989,S4.1,161/743,Room,in situ,central bay of room 989,FALSE,28/05/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,799,Group,989,989,S4.1,161/743,Room,in situ,western bay of room 989,FALSE,28/05/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,800,Deposit,797,989,S4.2,743,Floor,in situ,remnant floor?,FALSE,28/05/2004,CKH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,801,Deposit,799,989,S4.2,743,Floor,in situ,flagstone floor?,FALSE,28/05/2004,CKH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,802,Deposit,799,989,S4.2,743,Floor,in situ,flagstone floor?,FALSE,28/05/2004,CKH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,803,Deposit,1284,989,S4.1,743,Floor,in situ,woodchip floor,FALSE,28/05/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,804,Deposit,1284,989,S4.1,743,Floor,in situ,turf and woodchip floor,FALSE,28/05/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,805,Deposit,1284,989,S4.1,743,Floor,in situ,turf and woodchip floor,FALSE,28/05/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,806,Deposit,775,775,S7.4,743,Floor,disturbed,flagstone floor - disturbed,FALSE,28/05/2004,BL/DT,1840,1890,1840-1900,Vestibule & Corridor
SKH04,807,Deposit,989,989,S4.1,743,Sill plate,in situ,stone sill partition,FALSE,28/05/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,808,Deposit,989,989,S4.1,743,Floor,in situ,flagstone - floor?/partition,FALSE,28/05/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,809,Deposit,784,751,S13.2,743,Drain,in situ,drain fill - 1m segment,TRUE,01/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,810,Deposit,784,751,S13.2,743,Drain,in situ,drain fill - 1m segment,TRUE,01/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,811,Deposit,784,751,S13.2,743,Drain,in situ,drain fill - 1m segment,TRUE,01/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,812,Deposit,784,751,S13.2,743,Drain,in situ,drain fill - 1m segment,TRUE,01/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,813,Deposit,784,751,S13.2,743,Drain,in situ,drain fill - 1m segment,TRUE,01/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,814,Deposit,816,816,S4.3,743,Demolition,in situ,blocking infill,TRUE,01/06/2004,CKH,1780,1800,1780-1810,Lodge/Dining Room & Chambers
SKH04,815,Deposit,583,583,S15.3,161,Wall,disorganized,collapsed blue clay lining,FALSE,01/06/2004,GML,1800,1850,1780-1810,Wheystore
SKH04,816,Group,163,816,S4.1,743,Building,in situ,passage between rooms 989 & 1200,FALSE,01/06/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,817,Deposit,81,81,S21.3,161,Floor,in situ,birch bark floor,TRUE,01/06/2004,ÁE,1750,1770,1750-1780,School Room
SKH04,818,Group,7,7,T1.2,161,Excavation,in situ,GÓ trench,FALSE,,,1984,1986,1960-1990,Guðmundur Ólafsson Excavation
SKH04,819,Deposit,583,583,S15.2,161,Wall,in situ,in situ clay lining,FALSE,01/06/2004,GML,1760,1800,1750-1810,Wheystore
SKH04,820,Deposit,583,583,S15.2,161,Wall,in situ,side planking of vat,FALSE,01/06/2004,GML,1760,1800,1750-1810,Wheystore
SKH04,821,Deposit,583,583,S15.2,161,Wall,in situ,base planking of vat,FALSE,01/06/2004,GML,1760,1800,1750-1810,Wheystore
SKH04,822,Group,7,7,T1.2,161,Excavation,in situ,GÓ trench,FALSE,,,1984,1986,1960-1990,Guðmundur Ólafsson Excavation
SKH04,823,Group,7,7,T1.2,161,Excavation,in situ,GÓ trench,FALSE,,,1984,1986,1960-1990,Guðmundur Ólafsson Excavation
SKH04,824,Group,7,7,T1.2,1293,Excavation,in situ,GÓ trench,FALSE,,,1984,1986,1960-1990,Guðmundur Ólafsson Excavation
SKH04,825,Group,301,301,S4.4,161/743,Room,in situ,eastern room,FALSE,,,1800,1840,1780-1840,Pantry/Kitchen
SKH04,826,Group,301,301,S4.4,161/743,Room,in situ,western room,FALSE,,,1800,1840,1780-1840,Pantry/Kitchen
SKH04,827,Deposit,799,989,S4.2,743,Floor,in situ,floor/sub-floor make-up?,FALSE,01/06/2004,CKH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,828,Deposit,798,989,S4.2,743,Floor,in situ,floor/sub-floor make-up?,FALSE,01/06/2004,CKH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,829,Deposit,1257,1257,C.4,743,External area,disturbed,demolition layer of turf and stones,FALSE,01/06/2004,BL/LP,1850,1890,1840-1900,Courtyard
SKH04,830,Deposit,793,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,02/06/2004,SGB,1750,1800,1750-1810,Main Corridor
SKH04,831,Group,443,443,S5.4,161,Room,in situ,added eastern room in 443/1200,FALSE,,,1780,1800,1780-1810,Pantry/Study & Library
SKH04,832,Group,989,989,S4.1,161,Wall,in situ,north wall of 989,FALSE,07/07/2015,GML,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,833,Deposit,154,81,S21.4,161,Fireplace,in situ,stone and turf lining of stove box,FALSE,02/06/2004,ÁE/AFH,1770,1790,1750-1810,School Room
SKH04,834,Deposit,793,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,02/06/2004,SGB,1750,1800,1750-1810,Main Corridor
SKH04,835,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,02/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,836,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,02/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,837,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,02/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,838,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,02/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,839,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,02/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,840,Cut,154,81,S21.4,161,Fireplace,in situ,cut for stove box,FALSE,02/06/2004,ÁE/AFH,1770,1790,1750-1810,School Room
SKH04,841,Deposit,81,81,S21.3,161,Wall,in situ,north eastern wall of room,FALSE,02/06/2004,ÁE/AFH,1750,1770,1750-1780,School Room
SKH04,842,Group,163,842,S22.1,161,Building,in situ,'Svefnhus',FALSE,02/06/2004,GML/SÞ,1670,1700,1660-1720,Assistant Teachers Quarters
SKH04,843,Deposit,842,842,S22.3,161,Floor,in situ,charcoal floor layer,TRUE,02/06/2004,SÞ,1730,1750,1720-1750,Assistant Teachers Quarters
SKH04,844,Deposit,887,887,S15.1,161,Floor,in situ,charcoal floor ledge,FALSE,02/06/2004,GML,1650,1760,1630-1780,Wheystore
SKH04,845,Deposit,1137,751,S13.1,161,Floor,in situ,flagstones over drain at north end of corridor 30,FALSE,02/06/2004,SGB,1690,1750,1690-1750,Main Corridor
SKH04,846,Deposit,81,81,S21.3,161,Floor,in situ,floor patch,TRUE,03/06/2004,ÁE/AFH,1750,1770,1750-1780,School Room
SKH04,847,Deposit,842,842,S22.1,161,Wall,disturbed,?disturbed wall,FALSE,03/06/2004,SÞ,1670,1700,1660-1720,Assistant Teachers Quarters
SKH04,848,Deposit,81,81,S21.3,161,Floor,in situ,turf levelling/collapse,FALSE,03/06/2004,ÁE/AFH,1750,1770,1750-1780,School Room
SKH04,849,Deposit,583,583,S15.2,161,Floor,in situ,mixed clay backfill for ledge,FALSE,03/06/2004,GML,1760,1800,1750-1810,Wheystore
SKH04,850,Deposit,1098,1098,S35.2,743,Wall,disorganized,lower turf horizon with disturbed stones,FALSE,03/06/2004,DT/GML,,1958,1930-1960,Western Farmhouse
SKH04,851,Deposit,583,583,S15.2,161,Floor,in situ,ledge make-up,FALSE,03/06/2004,GML,1760,1800,1750-1810,Wheystore
SKH04,852,Cut,583,583,S15.2,161,Pit,in situ,cut for vat,FALSE,03/06/2004,GML,1760,1800,1750-1810,Wheystore
SKH04,853,Deposit,842,842,S22.3,161,Floor,in situ,disturbed wall/floor? - levelling layer,FALSE,03/06/2004,SÞ,1730,1750,1720-1750,Assistant Teachers Quarters
SKH04,854,Deposit,127,127,S30.3,161,Wall,in situ,2 sides of a wall,FALSE,03/06/2004,SGB,1740,1750,1720-1750,School Master's House
SKH04,855,Deposit,583,583,S15.2,161,Wall,disturbed,east and west walls - subsided inward,FALSE,04/06/2004,GML,1760,1800,1750-1810,Wheystore
SKH04,856,Deposit,300,300,S4.5,743,Wall,in situ,southern wall of room 300,FALSE,04/06/2004,CKH,1840,1890,1840-1900,Pantry/Kitchen
SKH04,857,Deposit,775,775,S7.5,743,Wall,disorganized,wall? OR turf levelling; same as 910,FALSE,04/06/2004,BL/LP,,1890,1870-1900,Vestibule & Corridor
SKH04,858,Deposit,842,842,S22.3,161,Floor,in situ,iron panning over  861,FALSE,04/06/2004,SÞ,1730,1750,1720-1750,Assistant Teachers Quarters
SKH04,859,Deposit,81,81,S21.3,161,Wall,in situ,north western wall of room,FALSE,04/06/2004,ÁE/AFH,1750,1770,1750-1780,School Room
SKH04,860,Deposit,1257,1257,C.4,743,Midden,disturbed,disturbed ash spread,FALSE,04/06/2004,BL/LP,1850,1890,1840-1900,Courtyard
SKH04,861,Deposit,842,842,S22.1,161,Wall,in situ,sub-floor make-up?,FALSE,04/06/2004,SÞ,1670,1700,1660-1720,Assistant Teachers Quarters
SKH04,862,Deposit,583,583,S15.2,161,Floor,in situ,mixed turf and clay lining infill,FALSE,04/06/2004,GML,1760,1800,1750-1810,Wheystore
SKH04,863,Deposit,329,329,S5.6,743,Wall,disorganized,mixed turf debris,FALSE,04/06/2004,BL,1830,1890,1810-1900,Workshop/Flour Mill
SKH04,864,Deposit,1270,1270,S15.1,161,Floor,in situ,"lower flagstone floor, assoc. With room 887",FALSE,04/06/2004,GML,1650,1760,1630-1780,Wheystore
SKH04,865,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,04/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,866,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,04/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,867,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,FALSE,04/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,868,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,FALSE,04/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,869,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,FALSE,04/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,870,Deposit,989,989,S4.1,743,Floor,in situ,turf levelling layer - within walls? UNEXC in 2004; same as 1716,FALSE,04/06/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,871,Deposit,989,989,S4.1,743,Floor,in situ,turf levelling layer - within walls? UNEXC in 2004;  same as 1716,FALSE,04/06/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,872,Deposit,81,81,S21.3,161,Wall,in situ,south western wall of room 81,FALSE,04/06/2004,ÁE/AFH,1750,1770,1750-1780,School Room
SKH04,873,Deposit,816,816,S4.3,743,Demolition,in situ,turf infill in passage,FALSE,07/06/2004,CKH,1780,1800,1780-1810,Lodge/Dining Room & Chambers
SKH04,874,Deposit,842,842,S22.2,161,Floor,disturbed,disturbed? Floor layer,FALSE,07/06/2004,SÞ,1700,1730,1690-1750,Assistant Teachers Quarters
SKH04,875,Deposit,583,583,S15.2,161,Floor,in situ,flagstone floor beneath vat,FALSE,07/06/2004,GML,1760,1800,1750-1810,Wheystore
SKH04,876,Deposit,81,81,S21.4,161,Wall,in situ,northern blocking gable wall - UNPLANNED!!!!!!,FALSE,07/06/2004,ÁE/AFH,1770,1790,1750-1810,School Room
SKH04,877,Deposit,1284,989,S4.1,743,Floor,in situ,woodchip floor,FALSE,07/06/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,878,Group,163,878,S21.1,161,Building,in situ,early phase of class room,FALSE,07/06/2004,ÁE/AFH,1650,1690,1630-1690,School Room
SKH04,879,Group,878,878,S21.2,161,Floor,in situ,upper floor layer,TRUE,07/06/2004,ÁE/AFH,1690,1750,1690-1750,School Room
SKH04,880,Deposit,879,878,S21.2,161,Floor,in situ,NE floor quadrant,TRUE,07/06/2004,ÁE/AFH,1690,1750,1690-1750,School Room
SKH04,881,Deposit,879,878,S21.2,161,Floor,in situ,NW floor quadrant,TRUE,07/06/2004,ÁE/AFH,1690,1750,1690-1750,School Room
SKH04,882,Deposit,127,127,S30.3,161,Wall,in situ,turf collapse/levelling,FALSE,07/06/2004,SGB,1740,1750,1720-1750,School Master's House
SKH04,883,Deposit,798,989,S4.2,743,Floor,in situ,fragment of wall/turf levelling,FALSE,07/06/2004,CKH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,884,Deposit,3029,3029,S29.1,161,Floor,in situ,flagstones and turf - surface?,FALSE,07/06/2004,SÞ,1780,1800,1780-1810,Infirmary
SKH04,885,VOID,0,0,V,0,,,VOID - originally group for sub-floor layer,FALSE,,,,,,
SKH04,886,VOID,0,0,V,0,,,VOID - unit in 885,FALSE,,,,,,
SKH04,887,Group,163,887,S15.1,161,Building,in situ,Original wheystore,FALSE,08/06/2004,GML,1650,1760,1630-1780,Wheystore
SKH04,888,Deposit,3029,3029,S29.1,161,Wall,disturbed,Remains of wall and disturbed wall/sub-floor?,FALSE,08/06/2004,SÞ,1780,1800,1780-1810,Infirmary
SKH04,889,Deposit,583,583,S15.2,161,Wall,in situ,south wall of room 583,FALSE,08/06/2004,GML,1760,1800,1750-1810,Wheystore
SKH04,890,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,08/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,891,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,08/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,892,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,08/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,893,Deposit,784,751,S13.2,161,Drain,in situ,drain fill - 1m segment,TRUE,08/06/2004,EH,1750,1800,1750-1810,Main Corridor
SKH04,894,Group,878,878,S21.1,161,Floor,in situ,lower floor layer,TRUE,08/07/2004,ÁE/AFH,1650,1690,1630-1690,School Room
SKH04,895,Deposit,894,878,S21.1,161,Floor,in situ,NE floor quadrant,TRUE,08/07/2004,ÁE/AFH,1650,1690,1630-1690,School Room
SKH04,896,Deposit,329,329,S5.6,743,Wall,disorganized,disturbed turf layer,FALSE,08/06/2004,BL/LP,1830,1890,1810-1900,Workshop/Flour Mill
SKH04,897,Deposit,3029,3029,S29.1,161,Wall,in situ,wall core - mixed turf and stones - or sub-floor,FALSE,08/06/2004,SÞ,1780,1800,1780-1810,Infirmary
SKH04,898,Deposit,775,775,S7.5,743,External area,disturbed,turf debris/disturbance,FALSE,08/06/2004,BL,,1890,1870-1900,Vestibule & Corridor
SKH04,899,Deposit,989,989,S4.1,743,Floor,in situ,turf ramp leading to external threshold paving,FALSE,08/06/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,900,Deposit,989,989,S4.1,743,Floor,in situ,turf levelling layer within wall? UNEXC in 2004;  same as 1716,FALSE,08/06/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,901,Group,163,901,S30.1,161,Building,in situ,Earliest phase of room 127,FALSE,08/06/2004,GML/SGB,1670,1720,1660-1720,School Master's House
SKH04,902,Deposit,901,901,S30.2,161,Floor,in situ,floor,FALSE,08/06/2004,SGB,1720,1740,1720-1750,School Master's House
SKH04,903,Deposit,799,989,S4.2,743,Floor,in situ,wall section/turf levelling,FALSE,08/06/2004,CKH,1760,1780,1750-1780,Lodge/Dining Room & Chambers
SKH04,904,Deposit,989,989,S4.1,743,Floor,in situ,remnant floor?,FALSE,08/06/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,905,Deposit,989,989,S4.1,743,Sill plate,in situ,stone sill partition,FALSE,08/06/2004,CKH,1720,1760,1720-1780,Lodge/Dining Room & Chambers
SKH04,906,Deposit,878,878,S21.2,161,Floor,in situ,mixed turf levelling layer and floor,FALSE,09/06/2004,ÁE/AFH,1690,1750,1690-1750,School Room
SKH04,907,Deposit,1257,1257,C.4,743,Midden,in situ,ash dump,FALSE,09/06/2004,LP,1850,1890,1840-1900,Courtyard
SKH04,908,Group,329,329,S5.5,743,Room,in situ,western room,FALSE,,,1800,1830,1780-1840,Pantry/Study & Library
SKH04,909,Deposit,878,878,S21.1,161,Floor,in situ,repair layer in floor,TRUE,09/06/2004,ÁE/AFH,1650,1690,1630-1690,School Room
SKH04,910,Deposit,775,775,S7.5,743,Wall,disorganized,turf levelling; same as 857/614,FALSE,09/06/2004,BL,,1890,1870-1900,Vestibule & Corridor
SKH04,911,Deposit,775,775,S7.4,743,Wall,disorganized,turf collapse over threshold,FALSE,09/06/2004,LP,1840,1890,1840-1900,Vestibule & Corridor
SKH04,912,Group,329,329,S5.5,161,Room,in situ,eastern room,FALSE,,,1800,1830,1780-1840,Pantry/Study & Library
SKH04,913,Deposit,894,878,S21.1,161,Floor,in situ,NE floor quadrant,TRUE,09/06/2004,ÁE/AFH,1650,1690,1630-1690,School Room
SKH04,914,Deposit,1257,1257,C.4,743,Midden,in situ,paving and ashy spread,FALSE,09/06/2004,BL,1850,1890,1840-1900,Courtyard
SKH04,915,Deposit,842,842,S22.2,161,Floor,in situ,charcoal floor layer,TRUE,09/06/2004,SÞ,1700,1730,1690-1750,Assistant Teachers Quarters
SKH04,916,Deposit,887,887,S15.2,161,Construction,in situ,turf wall construction layer,FALSE,09/06/2004,GML,1760,1800,1750-1810,Wheystore
SKH04,917,Deposit,878,878,S21.1,161,Floor,in situ,turf levelling dump - poss. For postpad,FALSE,09/06/2004,AFH/ÁE,1650,1690,1630-1690,School Room
SKH04,918,Deposit,878,878,S21.1,161,Floor,in situ,floor layer,TRUE,09/06/2004,AFH/ÁE,1650,1690,1630-1690,School Room
SKH04,919,Group,878,878,S21.1,161,Floor,in situ,eroded hollow  at northern end of room 878,FALSE,10/06/2004,AFH/ÁE,1650,1690,1630-1690,School Room
SKH04,920,Deposit,919,878,S21.1,161,Floor,disturbed,mixed floor and turf,FALSE,10/06/2004,AFH/ÁE,1650,1690,1630-1690,School Room
SKH04,921,Deposit,775,775,S7.5,743,Wall,disorganized,mixed turf debris,FALSE,10/06/2004,BL,,1890,1870-1900,Vestibule & Corridor
SKH04,922,Deposit,1271,3029,S29.1,161,Post setting,in situ,posthole fill,FALSE,10/06/2004,SÞ,1780,1800,1780-1810,Infirmary
SKH04,923,Cut,919,878,S21.1,161,Floor,in situ,erosion interface,FALSE,10/06/2004,AFH/ÁE,1650,1690,1630-1690,School Room
SKH04,924,Cut,1271,3029,S29.1,161,Post setting,in situ,posthole cut,FALSE,10/06/2004,SÞ,1780,1800,1780-1810,Infirmary
SKH04,925,Deposit,1272,3029,S29.1,161,Post setting,in situ,posthole fill,FALSE,10/06/2004,SÞ,1780,1800,1780-1810,Infirmary
SKH04,926,Cut,1272,3029,S29.1,161,Post setting,in situ,posthole cut,FALSE,10/06/2004,SÞ,1780,1800,1780-1810,Infirmary
SKH04,927,Deposit,669,751,S13.2,161,Floor,in situ,sub-floor - 1m segment,FALSE,10/06/2004,EH,1750,1800,1750-1810,Main Corridor
