ID,Site code,Context,ID No,Components present/brief description,Material,Name,Species ID,Length mm,min Width mm,max Width mm,Diameter mm,Thickness mm,Secondary cuts,other materials present,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
277,SKH07,2799,16072,"very small fragment broken from a pegged heel lift, delaminated",Leather,"Shoe bottom, part",,,,,,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
278,SKH07,2799,16072,triangular piece,Leather,"Waste, secondary",cattle hide,55,,21,,3,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
279,SKH07,2799,16072,trimming,Leather,"Waste, secondary",no grain pattern survives,68,,6,,3,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
282,SKH07,2800,15926,"complete insole, now distorted so uncertain if straight, square toe, medium tread, medium long waist and seat. Edge/flesh seam SL 5-7mm. Large peg hole at seat to attach a separate heel. Hardly worn dark brown",Leather,Shoe bottom,calfskin,219,38,72,,2,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
283,SKH07,2800,15926,"2 lengths of flat rand with large round grain/flesh holes SL 5mm, one with a tab end",Leather,"Shoe bottom, part",bovine,202,,5,,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
284,SKH07,2800,15926,Lift from stacked leather heel with large peg holes,Leather,Shoe heel lift,calfskin,90,,50,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
287,SKH07,2810,16044,"trimming of very compacted leather, no grain pattern surviving",Leather,"Waste, secondary",no grain pattern survives,61,,6,,1,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
288,SKH07,2810,16064,2 pieces broken from compacteed shoe bottom component. Largest measured,Leather,Shoe bottom parts,no grain pattern survives,38,,22,,1,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
289,SKH07,2811,15872,"lasting margin of large vamp with pleated at the toe suggesting it was oval, broken away from the rest of the vamp on the left side and cut away down the right. Part of right edge/flesh butted side seam present. Flesh outward, adult size",Leather,Shoe upper,"bovine, worn",217,,,,2,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
290,SKH07,2811,15872,"piece cut from the edge of a bottom component possibly midsole or midsole edge packing, with grain/flesh seam along the edge, SL 6-9mm",Leather,Shoe bottom part,"bovine, worn",104,,13,,1.5,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
291,SKH07,2811,16063,piece cut from sole with grain/flesh seam in stitching channel,Leather,"Shoe bottom part, welted",cattle hide,30,,71,,3,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
292,SKH07,2811,16063,"piece from edge of bottom component with grain/flesh seam, SL 7mm, heavily worn no grain pattern remaining",Leather,"Shoe bottom, part",no grain pattern survives,81,,12,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
293,SKH07,2811,16063,narrow trimming,Leather,"Waste, secondary",cattle hide,38,,4,,3,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
294,SKH07,2813,15839,small cut down grain/flesh seam from a shoe part,Leather,Shoe part,"bovine, worn",33,,13,,2,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
295,SKH07,2813,15839,delaminated fragment torn from shoe upper with a butted edge/flesh seam,Leather,"Shoe upper, part",delaminated,48,,23,,2,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
296,SKH07,2813,15880,"piece cut from heavily compacted shoe bottom component, delaminating",Leather,"Shoe bottom, part",delaminated,60,20,60,,2.5,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
297,SKH07,2813,15880,,Leather,"Waste, secondary",cattle hide,39,,29,,3,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
298,SKH07,2813,15880,,Leather,"Waste, secondary",bovine,49,,23,,1,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
299,SKH07,2815,16046,"narrow trimming, compacted. Previously worn suggesting it to be cobbling waste",Leather,"Waste, secondary",bovine,66,,3,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
300,SKH07,2815,16046,narrow trimming. Previously worn suggesting it to be cobbling waste,Leather,"Waste, secondary",bovine,48,,3,,2.5,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
301,SKH07,2817,15884,"small length of torn grain/flesh seam, SL 3mm probably from shoe bottom component",Leather,"Shoe bottom, part","bovine, worn",28,,6,,1,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
302,SKH07,2817,16043,"triangular piece cut from a grain/flesh seam, stitch length 4mm, from a welted bottom component",Leather,Shoe bottom unit fragment,no grain pattern survives,34,,11,,3,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
303,SKH07,2817,16043,"compactedscrap fragment with all edges torn, broken from a shoe part",Leather,Shoe part fragment,bovine,40,,34,,1.47,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
304,SKH07,2817,16043,"small fragment possibly from a shoe part with cut and torn areas, flesh side only remains",Leather,Shoe part fragment,no grain pattern survives,49,,36,,1.51,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
305,SKH07,2817,16043,fragment with all edges torn,Leather,Shoe part fragment,calfskin,29,,23,,1.46,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
306,SKH07,2817,16052,"rectangular fragment of compacted leather with small number of grain/flesh stitches and cut and torn edges, likely to come from a shoe component",Leather,Shoe part,no grain pattern survives,66,,41,,2,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
307,SKH07,2817,16052,small fragment with a single grain/flesh hole remaining,Leather,Shoe part,no grain pattern survives,18,,19,,3,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
308,SKH07,2817,16052,"2 small lengths of broken grain/flesh seam, SL 4mm, longest measured",Leather,Shoe part,no grain pattern survives,59,,6,,2,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
309,SKH07,2817,16052,", probably bovine",Leather,"Waste, secondary",no grain pattern survives,54,,14,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
310,SKH07,2817,16052,probably bovine,Leather,"Waste, secondary",no grain pattern survives,62,,13,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
311,SKH07,2817,16052,narrow trimming,Leather,"Waste, secondary","bovine, worn",49,,4,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
312,SKH07,2818,16061,trimming,Leather,"Waste, secondary","bovine, probably",36,,12,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
313,SKH07,2819,16071,"small piece torn from a seam with one grain/flesh stitch hole present, probably from a shoe component, mid brown in colour",Leather,Shoe part,sheep/goatskin,52,,7,,1.5,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
314,SKH07,2820,16049,"oval toe area of shoe bottom part either midsole or possibly insole with an oversewn grain/flesh seam, SL 7mm, around the edge, with a rectangular strap shape cut from it",Leather,"Shoe bottom, part",sheep/goat,47,,32,,1,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
315,SKH07,2821,13619,"sole made straight with distinct pointed toe, wide tread, no waist but slightly moulded to go down the heel breast with the straight end of the sole placed in a horizontal shelf in the wooden heel. Line of closely spaced holes, SL 2mm around the edge (could be fine stitching or pegging). Large D-shaped wooden heel with a leather top piece and a leather lift below held in place by wooden pegs around the edge and a single one in the centre. Outer edge of the wooden heel is black the leather top piece is much paler in colour. Top of the heel has 2 V-shaped recesses to make the heel lighter in weight, front of the heel has a horizontal shelf to take the end of the seat. Heel Ht 37mm",Leather,Shoe bottom,cattle hide,204,78,92,,,no,wooden heel,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
316,SKH07,2821,15857,delaminated lift from large D-shaped stacked leather heel with large oval peg holes,Leather,"Shoe heel, part",delaminated,82,,62,,,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
317,SKH07,2821,15857,narrow tapering trimming,Leather,"Waste, secondary",cattle hide,92,,5,,2,,felt,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
318,SKH07,2821,16045,"cut off lift from large stacked leather heel of adult size with large oval peg holes and wooden pegs, the leather has black hair present",Leather,"Shoe bottom, part",cattle hide,40,,80,,4,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
319,SKH07,2824,16065,trimming from shoe part with butted edge/flesh seam SL 3mm,Leather,Shoe part,bovine,30,,6,,2,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
320,SKH07,2824,16065,cut down shoe part with seam present,Leather,Shoe part,cattle hide,24,,11,,2,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
321,SKH07,2825,15878,"shoe bottom component, adult size, cut away across the tread and seat with a rectangular piece cut from one side, peg holes along each side",Leather,"Shoe bottom, pegged construction",cattle hide,148,,95,,,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
322,SKH07,2825,15878,Lift from large D-shaped stacked leather heel with large peg holes. Also delaminated fragment from a second lift or jump,Leather,"Shoe heel, part",cattle hide,67,,79,,3,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
323,SKH07,2825,15878,trimming cut away from a bottom component with a small area of seam present,Leather,"Shoe bottom, part",bovine,58,,6,,3,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
324,SKH07,2825,15878,piece trimmed from around the seat area of a shoe bottom component,Leather,"Shoe bottom, part",cattle hide,182,,17,,5,yes,wood,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
325,SKH07,2825,16048,trimming cut from a shoe bottom part probably a sole,Leather,"Shoe bottom, part",cattle hide,88,,6,,3,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
326,SKH07,2825,16048,"fragment with a cut edge rest torn and heavily worn, possibly a broken shoe part, no distinguishing features",Leather,Shoe part?,"bovine, worn",62,,18,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
327,SKH07,2825,16055,edge torn from a shoe component with grain/flesh stitch or peg holes SL 5mm 2mm in diam,Leather,Shoe part,no grain pattern survives,130,,8,,2,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
328,SKH07,2825,16055,trimming,Leather,"Waste, secondary",cattle hide,31,,8,,6,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
329,SKH07,2826,16053,"narrow trimming, now curled",Leather,"Waste, secondary",bovine,31,,4,,3,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
330,SKH07,2826,16053,fragment broken from edge of compacted shoe component,Leather,Scrap,,27,,6,,1.5,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
331,SKH07,2827,15874,"off cut, possibly from a pointed ended strap, with all edges cut",Leather,"Waste, secondary","?sheep/goatskin, worn",25,,21,,1,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
332,SKH07,2827,15874,tapering off cut,Leather,"Waste, secondary",cattle hide,145,,34,,5,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
333,SKH07,2827,15874,small fragment broken and cut from shoe bottom with stitch holes along the surviving edge,Leather,"Shoe bottom, part",bovine,26,,25,,1,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
334,SKH07,2827,16039,trimming,Leather,"Waste, secondary","bovine, worn",78,,10,,3,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
335,SKH07,2827,16039,compacted fragment likely to be broken fro a shoe bottom component,Leather,Scrap,no grain pattern survives,45,,21,,1,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
336,SKH07,2827,16059,terminal cut from a strap with cropped corners,Leather,Strap,cattle hide,26,,25,,2,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
337,SKH07,2827,16059,complete lining with whip stitched edges and buckle pin hole in the centre,Leather,Strap lining,calfskin,71,,14,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
338,SKH07,2827,16059,triangular shaped piece,Leather,"Waste, secondary",calfskin,14,,14,,1.5,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
339,SKH07,2829,15877,triangular piece,Leather,"Waste, secondary",cattle hide,75,,37,,6,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
340,SKH07,2829,15877,"long thin trimming, much soil present, little grain pattern remaining",Leather,"Waste, secondary",?bovine,210,,7,,1,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
341,SKH07,2829,15903,"medium/wide waist and wide seat area of shoe bottom component probably midsole, cut away from the tread. Seam around the edge of the seat with thread impressions visible and small peg holes to attach a separate heel",Leather,"Shoe bottom, part",bovine,143,50,70,,3,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
342,SKH07,2835,16138,"crudely cut disc with irregularly cut sides, pierced by an oval central hole pushed from the flesh side outward to the grain side and with a cut from the outer edge to the centre. Appears to be an offcut from the central hole from a larger washer",Leather,washer/waste,"bovine, unworn, glossy",,,,D 18,3,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
343,SKH07,2839,16137,piece cut from a strap with straight sides and gently pointed ends with a central nail hole. Possibly a rough out for a thick washer or button,Leather,Strap,"bovine, worn",19,,17,,4,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
344,SKH07,2840,16050,"upper with lasting margin, SL 10mm holes D 2mm, broken each end with whip stitched top edge. Appears to be a lining but is grain side outward and the top edge is more heavily worn  than the rest suggesting it may be from a low sided boot with a leg made from another material",Leather,"Shoe/boot upper, ?lining",calfskin,78,,,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
345,SKH07,2840,16050,"small strap with pointed terminal, tapering slightly in width toward the broken end. Very degraded and superficially felt like but with a small area of grain pattern surviving. Many slits and holes present",Leather,Strap,little grain pattern survives,36,12,14,,1,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
346,SKH07,2840,16050,trimming,Leather,"Waste, secondary",calfskin,110,7,30,,1,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
347,SKH07,2840,16050,trimming,Leather,"Waste, secondary",cattle hide,61,,7,,4,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
348,SKH07,2840,16050,trimming,Leather,"Waste, secondary",cattle hide,43,,6,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
349,SKH07,2840,16050,trimming,Leather,"Waste, secondary",cattle hide,22,,6,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
350,SKH07,2840,16050,trimming,Leather,"Waste, secondary",cattle hide,35,,11,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
355,SKH07,2847,15927,"top piece of a D-shaped stacked leather heel with oval peg holes around the edge and one in the centre, adult size.",Leather,"Shoe heel, part","bovine, delaminated",50,,67,,3,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
364,SKH07,2877,15902,jump from a stacked leather heel with 4 peg holes,Leather,"Shoe heel, part",cattle hide,55,,20,,3,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
365,SKH07,2877,15902,piece broken from a stacked leather heel lift with large oval holes for wooden pegs,Leather,Shoe heel,bovine,36,,35,,2,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
415,SKH07,2749,16081,"rectangular piece cut from shoe upper with a horizontal line of whip stitiching on grain side, flesh side outward",Leather,Shoe upper,calfskin,59,,11,,2,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
416,SKH07,2749,16081,"triangular piece, one end torn",Leather,"Waste, secondary",bovine,62,,23,,1,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
417,SKH07,2751,15914,"small rectangular panel much worn and deteriorated with grain side cracked and missing (possibly suggesting a polished surface). Seamed along all sides, one with double lapped seam, opposite side has a grain/flesh seam, SL 3mm, other edges have a line of very faint grain/flesh stitching.",Leather,Panel,worn unknown,93,,41,,2,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
418,SKH07,2752,15911,"rectangular piece with cut end, other torn with faint grain/flesh stitching present, SL 3mm. Grain side very deteriorated, much lost through cracking ?polished.",Leather,Strap,unrecognised,50,,21,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
419,SKH07,2754,15833,rectangular piece cut from a shoe bottom component with peg holes,Leather,"Shoe bottom, part",cattle,30,,14,,3,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
420,SKH07,2821,16045,"worn and distorted fragment with line of grain/flesh stitch holes along one edge, SL 4mm, and possible small peg holes along another, torn",Leather,Shoe part,"bovine, worn",95,,27,,2,no,felt,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
421,SKH07,2821,16045,very narrow trimming,Leather,"Waste, secondary",calfskin,57,,3,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
422,SKH07,2821,16054,trimming from the edge of a shoe bottom component with part of the seam present,Leather,"Shoe bottom, part",bovine,71,,6,,4,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
423,SKH07,2821,16054,piece broken from the heavily stitched end of a strap or possibly a bottom unit component,Leather,Strap?,calfskin,25,,28,,1.5,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
424,SKH07,2821,16054,2 pieces broken from stacked leather heel lifts with large oval peg holes (larger piece measured),Leather,"Shoe heel, part",heavily worn little grain pattern present,52,,37,,2,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
425,SKH07,2821,16054,narrow trimming,Leather,"Waste, secondary",no grain pattern survives,133,,5,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
426,SKH07,2822,15897,"distorted piece torn from vamp area of a shoe upper component, with a broken seam at each side and a grain/flesh lasting margin",Leather,"Shoe upper, part",bovine,114,,19,,3,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
427,SKH07,2822,16060,offcut from the pointed end of a strap,Leather,Strap,bovine?,15,,20,,1,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
428,SKH07,2823,15837,"2 pieces broken from the edge of a shoe bottom component with grain/flesh seam, SL 7mm (larger piece measured)",Leather,"Shoe bottom, part",bovine,45,,10,,1,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
429,SKH07,2823,15837,narrow trimming,Leather,"Waste, secondary",calfskin,60,,7,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
430,SKH07,2823,15875,"rectangular piece torn from a larger panel with two cut edges present at right angles, others trom. Decorated with 12 paired creased parallel oblique lines each 1mm wide and varying between 4-7mm between each pair, contrasting areas are unworn.",Leather,"Panel, decorated",sheepskin,130,,32,,1,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
431,SKH07,2823,15875,rolled welt of U-section from seat or toe area with stitch holes through top and bottom and also through the curve,Leather,"Shoe bottom, welted part",bovine,97,,5,,,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
432,SKH07,2823,15875,"2 small fragments of broken shoe lasting margin, SL 7mm (larger measured)",Leather,"Shoe bottom, part",bovine,60,,5,,2,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
433,SKH07,2823,15875,,Leather,"Waste, secondary","cattle, delaminating",60,,28,,4,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
434,SKH07,2823,16040,"fragment torn from the lasting margin of a shoe upper, SL 7-8mm",Leather,"Shoe upper, part","bovine, worn",68,,30,,1,no,felt,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
435,SKH07,2824,15876,"rectangular piece from upper lining with lasting margin of large peg holes, closely spaced whip stitching along the other edges and small area with small stitches from the attachment of a tab or repair",Leather,"Shoe upper, LINING",calfskin,61,,30,,1.5,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
436,SKH07,2824,,"folded welt of U-section, grain inside flesh outside",Leather,"Shoe bottom, welted part",,,,7,,,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
437,SKH07,2824,,2 jumps from a stacked leather heel with peg holes (largest measured),Leather,"Shoe heel, part",cattle hide,54,,31,,3,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
438,SKH07,2824,,"rectangular fragment torn each end, possibly from a strap, delaminated",Leather,Strap,delaminated,57,,23,,1,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
439,SKH07,2824,16065,"small rectangular piece cut from upper with butted edge/flesh seam SL 2mm and decorative tunnel stitching on flesh side. Grain inward, flesh outward",Leather,"Shoe upper, part",bovine,30,,14,,2,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
440,SKH07,2824,16065,small piece broken from insole with edge/flesh seam SL 4mm,Leather,"Shoe bottom, part",cattle hide,35,,17,,3,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
441,SKH07,2824,16065,"small fragment broken from lift of stacked leather heel, wooden pegged and skived",Leather,"Shoe heel, part",bovine,20,,14,,,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
442,SKH07,2824,16065,trimming,Leather,"Waste, secondary",cattle hide,35,,11,,3,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
443,SKH07,2824,16065,rectangular piece with cut and torn edges,Leather,"Waste, secondary",no grain pattern survives,93,,28,,1,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
444,SKH07,2829,16051,"oval toe area of shoe sole with seam of holes SL 4-5mm, 2mm Diam around the edge, heavily worn with a crescentic piece cut from it",Leather,"Shoe bottom, part",no grain pattern survives,50,,60,,3,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
445,SKH07,2829,16051,"folded welt of U-section, with seams along flat andthe curved sides clearly stitch holes not peg holes",Leather,"Shoe bottom, part",,94,,4,,,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
446,SKH07,2829,16051,small triangular piece cut from shoe upper with a butted edge/flesh seam SL 2mm,Leather,"Shoe upper, part",bovine,43,,8,,2,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
447,SKH07,2829,16051,rectangular piece cut from a larger item ?shoe,Leather,"Waste, secondary",no grain pattern survives,48,,25,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
448,SKH07,2829,16051,delaminated fragment,Leather,Scrap,delaminated,46,,17,,,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
449,SKH07,2829,16089,triangular piece cut from a shoe bottom component with part of a grain/flesh seam SL 5mm,Leather,"Shoe bottom, part",bovine,34,,23,,5,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
450,SKH07,2829,16089,Sub-rectangular piece with large grain/flesh stitching around the edges. Dark brown colour,Leather,"Waste, secondary","bovine, worn",38,,29,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
451,SKH07,2829,16089,wide tapering trimming,Leather,"Waste, secondary",bovine,120,,14,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
452,SKH07,2829,16089,wide trimming,Leather,"Waste, secondary",cattle hide,40,,7,,4,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
453,SKH07,2829,16089,trimming,Leather,"Waste, secondary",no grain pattern survives,78,,6,,5,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
454,SKH07,2830,15821,narrow trimming,Leather,"Waste, secondary",bovine,97,,3,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
455,SKH07,2831,15829,"rectangular piece with a line of decorative tunnel stitching on the flesh side, all edges torn",Leather,"Shoe upper, part",calfskin,33,,13,,1.5,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
456,SKH07,2831,15829,"piece cut from the dog-leg edge/flesh fine butted front seam, SL 2mm of a shoe upper with a line of strengthening stitching present. All edges cut",Leather,"Shoe upper, part",calfskin,65,,15,,1.5,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
457,SKH07,2831,15829,"cut down quarters with grain/flesh lasting margin SL 6-6mm and butted edge/flesh back and front seams, SL 2mm. Cut off just above a line of whip stitching on the grain side to attach a lining. Flesh side outward, small size for a child",Leather,"Shoe upper, part",bovine,62,,,,2,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
458,SKH07,2831,15829,"thin folded fragment with a single hole present, probably middle packing",Leather,"Shoe bottom, part",no grain pattern survives,48,,20,,0.5,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
459,SKH07,2832,15900,"rectangular piece cut from shoe upper with a vertical butted edge/flesh seam, SL 2mm and a fine grain/flesh seam, SL 2mm, other edges cut away. A line of worn whip stitching present on the grain side (inside) to attach a low lining. Flesh side outward",Leather,"Shoe upper, part",calfskin,45,,,,1,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
460,SKH07,2832,15900,"oval toe area of shoe bottom, probably sole, cut away from the rest with grain/flesh holes around the edge diam 2mm. Adult size",Leather,"Shoe bottom, part",delaminated,70,,92,,,yes,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
461,SKH07,2832,16066,fragment from wooden pegged heel lift,Leather,"Shoe heel, part",calfskin,45,,15,,1,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
462,SKH07,2832,16066,"fragment with a line of fine grain/flesh stitching, SL 2mm, all edges torn. Likely to be torn from a shoe upper",Leather,"Shoe upper, part",sheep/goatskin?,58,,26,,2,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
463,SKH07,2832,16074,"compacted fragment all edges torn, probably broken from a shoe bottom component",Leather,Scrap,bovine,61,,30,,1,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
464,SKH07,2833,13646,"very narrow trimming, mid brown, flesh side light brown/buff",Leather,"Waste, secondary",sheep/goatskin delaminated,36,,2,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
465,SKH07,2833,15873,narrow trimming,Leather,"Waste, secondary",bovine,82,,3,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
466,SKH07,2833,16057,fragment of plain strap broken each end,Leather,Strap,"bovine, worn",51,,17,,1.5,no,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
467,SKH07,2833,16057,small fragment broken from a stacked leather heel lift,Leather,"Shoe heel, part",,31,,14,,2,,,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
