ID,ID -Find Number,Degree of completeness,Box Number,SKH context/unit nr,SKH find nr,SKH sample nr,Find year SKH,Same as-,Number of fragments,Part of clay pipe,Original mouth piece,Length of stem (mm),Diameter of stem (mm),Stem shape,Functionally complete stem -length,Shape of bowl/typologie,Hight of bowl,Outter diameter of bowl,Colour of clay,Surface treatment,Production marks,Usage,Diagonal carving,Description re-use/use after break,Post-depostional marks,Heel,Kind of Mark,Location of mark,Mark description,Mark on side of heel,Side mark description,Origin,Region/city,Manufactur,Decoration,Decoration technique,Location of decoration,Description of decoration,Quality,Description quality,Dating,Dating Duco,Dating Meulen,Comments,Drawing/Fotography,Referrence,Building Phases_Building Phase,Real Date,Start Date,End date,Period_Date,Attribution,GroupNo,Space,Unit type,Unit entropy,Sieved,
3281,3281,Stem fragment,9,2129,10479,,2006,,1,Mouth piece,TRUE,12,4.5,Circular,,,,,White,Smoothed,,Smoking strains-clear;Teeth marks,FALSE,,Discoloured,,,,,,,,,,,,,,,Fragment too small,18th century,,,,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,
3463,3463,Stem fragment,9,2139,10480,,2006,,1,Stem,FALSE,44,6.5,Slightly oval,,,,,White,Smoothed,Holes;Scars/Knife marks,Smoking strains-light,FALSE,,Abrasion,,,,,,,,,,,,,,Middle,"White colour with darker spots; surface smoothed with scars/dents, holes/air bubbles and some grooves; slightly oval stem diameter",18th century,,,,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,FALSE,
3464,3464,Stem fragment,9,2139,10480,,2006,,1,Stem,FALSE,33,10.0,Slightly oval,,,,,White,Smoothed,Holes;Mould lines,Smoking strains-clear;Soot inside,FALSE,,,,,,,,,,,,Geometrical,Roll-on stamp,Stem,3 rows of very detailed triangles; broken in middle,Middle,Rather regular white colour; surface smoothed with light remains of one mould line and some holes/air bubbles; very thick and slightly oval stem diameter; decoration very clear visible and rather regular,1700/1710 post,,,,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,FALSE,
3465,3465,Stem fragment,9,2139,10480,,2006,,1,Stem,FALSE,29,7.5,Circular,,,,,White,Smoothed,Holes;Scars/Knife marks,Smoking strains-clear,FALSE,,Chipping;Discoloured;Iron coding;Trowel marks,,,,,,,,,,,,,Probably geometrical pattern -broken at very beginning,,Fragment too small,,,,,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,FALSE,
3461,3461,Stem fragment,9,2181,10487,,2006,,1,Stem,FALSE,43,9.5,Oval,,,,,White,Smoothed,Scars/Knife marks,Smoking strains-clear,FALSE,,Abrasion;Chipping,,,,,,,,,,Geometrical,Roll-on stamp,Stem,3 rows of triangles; broken in middle,Middle,White colour with grey spots; surface slightly smoothed with scars and dents; oval stem diameter; decoration very clear visible and regular; rather soft/porous fired clay,1700/1710 post,,,,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,
3462,3462,Stem fragment,9,2181,10487,,2006,,1,Stem,FALSE,30,8.0,Circular,,,,,White,Smoothed,,Smoking strains-clear;Soot inside,FALSE,,Abrasion;Chipping;Iron coding,,,,,,,,,,,,,,,Too much iron,,,,,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,
3563,3563,Bowl fragment,9,2199,10491,,2006,,1,Base;Body;Bowl;Heel;Shank-bolw juncture,FALSE,0,0.0,,,BT 2 -older,,,White,Smoothed,Fluff imprints;Scars/Knife marks,Smoking strains-light,FALSE,,Chipping;Discoloured,X,,,,,,,,,,,,,,Fragment too small,1670/80-1700,,,Surface of heel completely chipped off,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,
3558,3558,Stem fragment,9,2221,10495,,2006,,1,Stem,FALSE,36,9.0,Oval,,,,,White,Smoothed,Clay remains;Scars/Knife marks,Smoking strains-clear,FALSE,,Discoloured,,,,,,,,,,,,,,Poor,White colour with different dark spots; surface smoothed with few scars/dents and little blobs of clay remains; irregular and oval stem diameter,,,,,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,
3553,3553,Stem fragment,9,2240,10498,,2006,,1,Stem,FALSE,33,6.0,Slightly oval,,,,,White,Smoothed,Mould lines,Smoking strains-clear,FALSE,,Iron coding;Trowel marks,,,,,,,,,,,,,,Middle,White colour with darker spots; surface slightly smoothed with the clear ridge from one of the mould lines and cracks in the clay; slightly oval stem diameter; rather uneven surface,18th century,,,,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,
3554,3554,Bowl fragment,9,2240,10498,,2006,,1,Base;Body;Bowl;Heel;Rim;Shank-bolw juncture,FALSE,0,0.0,,,BT 2 -younger,"3,8",,White,Polished,Holes;Trimming,Smoking strains-clear;Soot inside;Soot outside,FALSE,,Abrasion;Chipping;Iron coding,Spur,Symbol,Heel,Leaping deer in a circle,Dots,R: 1 positive dot,Dutch,Gouda,,Rouletted line,Roll-on stamp,Bowl,1 line of milling,,Too much iron,1700-1720/40,1660-1772,1660-1776,,,Duco nr. 36a-b,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,
3533,3533,Stem fragment,9,2270,10509,,2006,,1,Stem,FALSE,38,7.0,Circular,,,,,White,Smoothed,,Smoking strains-clear,FALSE,,Chipping;Iron coding;Trowel marks,,,,,,,,,,,,,,Good,Rather regular white colour; surface hightly smoothed; rather regular stem diameter; good/hard fired clay,18th century,,,,,,S5.1,1720-1740,1720,1740,1720-1750,Bishops Dining Room,1200,1200,Floor,in situ,FALSE,
3534,3534,Stem fragment,9,2270,10509,,2006,,1,Stem,FALSE,36,8.0,Oval,,,,,Grey,,Holes,Smoking strains-clear;Soot inside,FALSE,,Iron coding,,,,,,,,,,,,,,,Too much iron,18th century,,,,,,S5.1,1720-1740,1720,1740,1720-1750,Bishops Dining Room,1200,1200,Floor,in situ,FALSE,
3531,3531,Stem fragment,9,2272,10510,,2006,,1,Shank;Stem,FALSE,44,9.0,Slightly oval,,,,,White,Smoothed,Clay remains;Holes;Scars/Knife marks,Smoking strains-clear,FALSE,,Chipping;Trowel marks,,,,,,,,,,,,,,Middle,"Rather regular greyish white colour; surface smoothed with few scars/knife imprints, one blob of remaining clay and few holes; rather oval stem diameter due to shank",,,,,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,
3532,3532,Stem fragment,9,2272,10510,,2006,,1,Stem,FALSE,31,8.5,Oval,,,,,White,Smoothed,Fluff imprints;Mould lines,Smoking strains-clear,FALSE,,,,,,,,,,,,,,,,Poor,Regular white colour; surface slightly smoothed with clear remains of one mould line due to remaining clay as well as two finger prints and some cracks in the clay; very oval stem diameter,,,,,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,
3148,3148,Stem fragment,9,2200,12445,,2006,,1,Stem,FALSE,55,8.5,Circular,,,,,White,Polished,Holes;Trimming,Repair;Smoking strains-light,FALSE,One end clearly rounded -repair?,Trowel marks,,,,,,,,,,Geometrical,Roll-on stamp,Stem,"1 row of circles, 2 bands; broken in middle",Good,Rather regular white colour; surface spolished with light trimming marksand few holes; rather thick but regular stem diameter; decoration mostly clear visible and regular,1650 post,,,,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,
3101,3101,Stem fragment,9,2273,12448,,2006,,1,Stem,FALSE,25,0.0,,,,,,White,,,Cut thinner;Smoking strains-clear;Use after breakage,FALSE,Irregularly cut thinner,Abrasion;Iron coding,,,,,,,,,,,,,,,Too much of surface has been taken off,,,,Uncertain about stem diameter due to missing original surface,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,
3787,3787,Stem fragment,9,2239,15451,,2006,,1,Stem,FALSE,30,8.0,Circular,,,,,Grey,Smoothed,Clay remains;Holes;Scars/Knife marks,Smoking strains-clear,FALSE,,Chipping;Iron coding,,,,,,,,,,,,,,,Too much iron,,,,,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,
3779,3779,Stem fragment,9,2220,15457,,2006,,2,Stem,FALSE,36,8.5,Slightly oval,,,,,White,Smoothed,Clay remains;Holes,Smoking strains-light;Soot inside,FALSE,,Chipping;Iron coding,,,,,,,,,,,,,,Poor,"Greyish white colour with brown spots; in clayat least 3 small black stones; surface smoothed with holes/air bubbles, cracks in the clay and the blob of one remaining clay; slightly oval stem diameter",,,,,,,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,
276,276,Stem fragment,18,139,511,,2002,,1,Stem,FALSE,31,8.5,Circular,,,,,White,Smoothed,,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,,Too much iron coding,,,,,,,S30.3,1740-1750,1740,1750,1720-1750,School Master's House,127,127,Floor,in situ,FALSE,
277,277,Stem fragment,18,139,511,,2002,,1,Shank,FALSE,28,7.5,Oval,,,,,Grey,Polished,Trimming,Smoking strains-clear,FALSE,,,,,,,,,Dutch?,,,,,,,Very good,Regular grey colour; surface highly polished with clear trimming marks; oval stem diameter due to shank; good/hard fired clay,,,,,,,S30.3,1740-1750,1740,1750,1720-1750,School Master's House,127,127,Floor,in situ,FALSE,
278,278,Stem fragment,18,139,511,,2002,,1,Stem,FALSE,26,6.0,Slightly oval,,,,,Grey,Polished,,Smoking strains-clear,FALSE,,Trowel marks,,,,,,,,,,,,,,Good,Grey colour with brownish spots; surface well polished; slightly oval stem diameter; rather good/hard fired clay,,,,,,,S30.3,1740-1750,1740,1750,1720-1750,School Master's House,127,127,Floor,in situ,FALSE,
279,279,Stem fragment,18,139,511,,2002,,1,Stem,FALSE,17,5.5,Circular,,,,,White,Smoothed,Clay remains;Scars/Knife marks,Smoking strains-clear,FALSE,,,,,,,,,,,,,,,,,Fragment too small,,,,,,,S30.3,1740-1750,1740,1750,1720-1750,School Master's House,127,127,Floor,in situ,FALSE,
280,280,Stem fragment,18,139,511,,2002,,1,Stem,FALSE,14,5.5,Circular,,,,,Grey,,,Smoking strains-clear,FALSE,,Chipping;Iron coding,,,,,,,,,,,,,,,Fragment too small,,,,,,,S30.3,1740-1750,1740,1750,1720-1750,School Master's House,127,127,Floor,in situ,FALSE,
281,281,Stem fragment,18,139,511,,2002,,1,Stem,FALSE,13,4.5,Circular,,,,,Grey,Polished,Trimming,Smoking strains-clear,FALSE,,,,,,,,,,,,,,,,,Fragment too small,,,,Thin stem diameter -close to mouth end,,,S30.3,1740-1750,1740,1750,1720-1750,School Master's House,127,127,Floor,in situ,FALSE,
282,282,Bowl fragment,18,139,511,,2002,,1,Base;Body;Bowl;Heel,FALSE,0,0.0,,,BT 2/3,,,White,Polished,Trimming,Smoking strains-clear;Soot inside,FALSE,,Iron coding,Peg-spike style,Symbol,Back of bowl,Snake in circle,Dots,Right: 1 positive dot,Dutch,Gouda,,,,,,Good,White colour with brown parts; surface highly polished with clear trimming marks; rather elelgant shape; stamp 1/2 blurred + dot careless done,1720-1808,1733-1808,1667-1808,,,Duco nr. 47; Meul p. 41,S30.3,1740-1750,1740,1750,1720-1750,School Master's House,127,127,Floor,in situ,FALSE,
283,283,Bowl fragment,18,139,511,,2002,,2,Body;Bowl,FALSE,0,0.0,,,,,,White,Polished,Trimming,Smoking strains-clear;Soot inside,FALSE,,,,,,,,,,,,,,,,,Fragments too small,,,,,,,S30.3,1740-1750,1740,1750,1720-1750,School Master's House,127,127,Floor,in situ,FALSE,
284,284,Bowl fragment,18,139,511,,2002,,2,Body;Bowl,FALSE,0,0.0,,,,,,Grey,Smoothed,,Smoking strains-clear;Soot inside;Soot outside,FALSE,,,,,,,,,,,,,,,,,Fragments too small,,,,,,,S30.3,1740-1750,1740,1750,1720-1750,School Master's House,127,127,Floor,in situ,FALSE,
1094,1094,Stem fragment,1,195,1186,,2003,,1,Stem,FALSE,56,9.0,Slightly oval,,,,,White,Smoothed,Fluff imprints;Scars/Knife marks,Smoking strains-clear;Soot inside,FALSE,,Iron coding,,,,,,,,,,,,,,Poor,White colour with brown spots; surface smoothed with some imprints of fluff and some scars/scratches; rather uneven surface/bending; slightly oval stem diameter,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1095,1095,Stem fragment,1,195,1186,,2003,,1,Stem,FALSE,36,8.5,Circular,,,,,White,Polished,Trimming,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,Middle,White colour with brown spots; surface polished with some clear trimming marks and some air bubbles/cracks in the clay; rather regular stem diameter,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1096,1096,Stem fragment,1,195,1186,,2003,,1,Stem,FALSE,22,7.0,Circular,,,,,White,Polished,Fluff imprints;Trimming,Smoking strains-clear;Soot inside,FALSE,,,,,,,,,,,,,,,,,Fragment too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1097,1097,Stem fragment,1,195,1186,,2003,,1,Stem,FALSE,17,6.0,Slightly oval,,,,,White,,Scars/Knife marks,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1098,1098,Bowl fragment,1,195,1186,,2003,,1,Base;Body;Bowl,FALSE,0,0.0,,,,,,White,Polished,Trimming,Smoking strains-clear;Soot inside,FALSE,,,,,,,,,,,,,,,,,Fragment too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1099,1099,Bowl fragment,1,195,1186,,2003,,1,Bowl;Rim,FALSE,0,0.0,,,,,,White,Smoothed,,Smoking strains-clear;Soot inside,FALSE,,,,,,,,,,,,Rouletted line,Roll-on stamp,Bowl,1 line around rim,,Fragment too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1100,1100,Bowl fragment,1,195,1186,,2003,,1,Body;Bowl,FALSE,0,0.0,,,,,,Grey,,,Cut thinner;Smoking strains-clear;Soot inside;Use after breakage,FALSE,Outside of bowl shows clear cutting marks -use after break? Reuse?,,,,,,,,,,,,,,,,Fragment too small,,,,Rather soft/porous fired clay,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
912,912,Bowl fragment,1,194,1198,,2003,,1,Body;Bowl,FALSE,0,0.0,,,,,,White outside-black inside,Smoothed,,Soot inside,FALSE,,Abrasion,,,,,,,,,,,,,,,Fragment too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
913,913,Bowl fragment,1,194,1198,,2003,,1,Body;Bowl;Rim,FALSE,0,0.0,,,,,,White,Polished,,Smoking strains-clear;Soot inside,FALSE,,Iron coding,,,,,,,,,,Rouletted line,Roll-on stamp,Bowl,1 line around rim,,Fragment too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
609,609,Stem fragment,1,198,1213,,2003,,1,Stem,FALSE,50,9.5,Circular,,,,,White outside-black inside,Polished,Scars/Knife marks;Trimming,Soot inside,FALSE,,Iron coding,,,,,,,,,,,,,,Middle,White colour with brown spots; surface polished with trimming marks and some small scars/knife imprints; thick and regular stem diameter; good/hard fired clay,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
610,610,Stem fragment,1,198,1213,,2003,,1,Mouth piece;Stem,FALSE,42,9.5,Slightly oval,,,,,White outside-black inside,Smoothed,,Cut thinner;Smoking strains-clear;Use after breakage,FALSE,,Chipping,,,,,,,,,,,,,,Poor,White colour with dark spots; surface smoothed; thick and slightly oval stem diameter; rather soft/porous fired clay,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
611,611,Stem fragment,1,198,1213,,2003,,1,Stem,FALSE,35,7.0,Circular,,,,,White,Smoothed,Scars/Knife marks,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,Poor,White colour with brown spots; surface smoothed with one clear scar and cracks in the clay; regular stem diameter,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
612,612,Stem fragment,1,198,1213,,2003,,1,Mouth piece;Stem,FALSE,30,7.5,Slightly oval,,,,,White,Polished,Trimming,Smoking strains-clear;Teeth marks;Use after breakage,FALSE,Light teeth marks and rounded edges,Abrasion,,,,,,,,,,,,,,Middle,Rather regular white colour; surface was polished with trimming marks and some cracks in the clay; slightly oval stem diameter,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
613,613,Stem fragment,1,198,1213,,2003,,2,Mouth piece;Stem,FALSE,26,9.0,Slightly oval,,,,,White,Smoothed,,Smoking strains-clear;Teeth marks;Use after breakage,FALSE,Clear teeth marks and rounded edges,,,,,,,,,,,,,,,,Fragment too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
614,614,Bowl fragment,1,198,1213,,2003,,1,Bowl;Rim,FALSE,0,0.0,,,,,,Grey,Polished,,Smoking strains-clear;Soot inside;Soot outside,FALSE,,,,,,,,,,,,Rouletted line,Roll-on stamp,Bowl,1 line around rim,,Fragment too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
615,615,Bowl fragment,1,198,1213,,2003,,2,Body;Bowl,FALSE,0,0.0,,,,,,White,Smoothed,,Smoking strains-clear,FALSE,,Chipping,,,,,,,,,,,,,,,Fragments too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
616,616,Bowl fragment,1,198,1213,,2003,,1,Base;Bowl;Heel,FALSE,0,0.0,,,,,,White,Polished,Trimming,Smoking strains-clear;Soot inside,FALSE,,,Spur,Figure,Heel,Prince & Princess/Man& woman,,None,Dutch,Gouda,,,,,,,Fragment too small,1674-1782,1690/1705-1759/68,1674-1782,,,Duco nr. 99; Meul. P. 37,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
617,617,Bowl fragment,1,198,1213,,2003,,1,Body;Bowl;Rim,FALSE,0,0.0,,,,,,Grey,Polished,Trimming,Smoking strains-clear;Soot inside;Soot outside;Use after breakage,FALSE,Edges of rim slightly rounded and soot covered,,,,,,,,Dutch?,,,,,,,,Fragment too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
618,618,Bowl fragment,1,198,1213,,2003,,1,Bowl;Rim,FALSE,0,0.0,,,,,,White,Polished,,Smoking strains-clear;Soot inside;Soot outside,FALSE,,Chipping,,,,,,,,,,,,,,,Fragment too small,,,,No rouletted line around rim!,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
483,483,Stem fragment,1,232,1224,,2003,,1,Stem,FALSE,25,9.0,Oval,,,,,White,Smoothed,,Smoking strains-clear,FALSE,,Iron coding,,,,,,,,,,,,,,,Too much iron,,,,Rather soft/porous fired clay,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1101,1101,Stem fragment,1,196,1230,,2003,,1,Stem,FALSE,71,9.5,Oval,,,,,Grey,Smoothed,Holes;Scars/Knife marks,Re-use;Smoking strains-clear;Soot inside,TRUE,Clear and deep diagonal carvings inward to bore; cut clean off (?),Trowel marks,,,,,,,,,,Geometrical,Roll-on stamp,Stem,"1 row of circles, 3 bands; cut off in middle",Middle,Grey colour with brown spots; surface well smoothed with one hole/air bubble and some scars/scratches; oval stem diameter; decoration clera visible and very regular/carefully,1650 post,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1102,1102,Stem fragment,1,196,1230,,2003,,1,Stem,FALSE,36,9.5,Slightly oval,,,,,White,Smoothed,Holes,Smoking strains-clear;Soot inside,FALSE,,Iron coding,,,,,,,,,,,,,,Poor,White colour with brown spots; surface smoothed with one deep hole/air bubble? And some cracks in the clay; slightly oval stem diameter; soft/porous fired clay,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1103,1103,Stem fragment,1,196,1230,,2003,,1,Stem,FALSE,24,8.5,Oval,,,,,White,Polished,Trimming,Smoking strains-clear;Soot inside,FALSE,,Iron coding,,,,,,,,,,,,,,,Fragment too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1104,1104,Bowl fragment,1,196,1230,,2003,,1,Body;Bowl,FALSE,0,0.0,,,,,,White,Polished,Scars/Knife marks,Smoking strains-clear;Soot inside;Soot outside,FALSE,,,,,,,,,,,,,,,,,Fragment too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1187,1187,Stem fragment,1,197,1244,,2003,,1,Stem,FALSE,45,9.5,Slightly oval,,,,,White,Polished,Trimming,Smoking strains-clear;Soot inside,FALSE,,Abrasion;Iron coding,,,,,,,,,,,,,,Middle,White colour with brown spots; surface was polished with very light trimming marks and some grooves; rather thick and slightly oval stem diameter,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1188,1188,Stem fragment,1,197,1244,,2003,,1,Stem,FALSE,35,9.0,Circular,,,,,White,Polished,Scars/Knife marks,Smoking strains-clear,FALSE,,,,,,,,,,,,Geometrical,Roll-on stamp,Stem,"1 row of circles, 3 bands; broken in middle",Middle,"Rather regular white colour; surface polished with a clear, deep, horizontal scar; regular stem diameter; decoration is clear visible and slightly irregular -overlapping and diagonal made",1650 post,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1189,1189,Functionally complete pipe,1,197,1244,,2003,,2,Base;Body;Bowl;Heel;Rim;Shank;Stem,FALSE,0,9.5,Oval,"1,7",BT 2,"3,2","1,8",Grey,Polished,Holes,Re-use;Smoking strains-light;Soot inside;Soot outside;Use after breakage,TRUE,Very clear cut mark to take off remainding stem and deep diagonal caring into the stem,,Spur,Figure,Heel,?Warrior with sworf and shield?,,None,Dutch?,,,Geometrical;Rouletted line,Roll-on stamp,,"1 line around rim (bowl); 1 row of circles, 1 band -cut off in middle (stem)",Middle,"Grey colour with darker spots; surface polished with some air bubbles/holes and cracks in the clay; oval stem diameter due to shank; decorations clear visible and regular, but stamp blurred/only partly imprinted; good/hard fired clay",1732-1881,1732-1881,1670-post 1865,,Drawing and Foto,Duco nr. 93?; Meul. P. 35,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
986,986,Stem fragment,1,193,1252,,2003,,1,Base;Body;Bowl;Heel;Shank;Stem,FALSE,33,10.5,Slightly oval,,,,,White,Polished,,Cut thinner;Smoking strains-clear;Soot inside;Use after breakage,FALSE,Clear cutting marks,,Spur,Symbol,Heel,Rather blurred?! -arrow? Trowel? -unknown!,,None,English?,,,,,,,Middle,White colour with dark/brown rings; thick and slightly oval stem; stamp rather blurred,,1685/95-1780,,Uncertain about stamp? English?,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
987,987,Bowl fragment,1,193,1252,,2003,,1,Base;Bowl;Heel;Shank-bolw juncture,FALSE,0,0.0,,,,,,White,Polished,Trimming,Smoking strains-clear;Soot inside,FALSE,,,Spur,Figure,Heel,"""Prince""",,None,,,,,,,,,Fragment too small,1660-1705,1670/75-1690/1705,1660-1686 post,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1200,1200,Bowl fragment,1,199,1259,,2003,,1,Body;Bowl;Rim,FALSE,0,0.0,,,BT 2 (?),,,Grey,Smoothed,,Smoking strains-clear;Soot inside,FALSE,,,,,,,,,,,,Tudor Rose,Carved into mould,Bowl,Simplified flower: 6 dots,,Fragment too small,1670/80-1720/40 ?,,,Very strongly shaped/defined profile!,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
1023,1023,Bowl fragment,1,230,1290,,2003,,1,Bowl;Rim,FALSE,0,0.0,,,,,,Grey,Smoothed,,Smoking strains-clear;Soot inside,FALSE,,,,,,,,,,,,,,,,,Fragment too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,
671,671,Stem fragment,1,190,1391,,2003,,1,Mouth piece;Stem,FALSE,29,8.5,Slightly oval,,,,,White,Polished,Scars/Knife marks;Trimming,Smoking strains-clear;Teeth marks;Use after breakage,FALSE,Light teeth marks with slightly rounded edges,,,,,,,,,,,Geometrical,Roll-on stamp,Stem,"1 row of circles, 2 bands, 1 row of circles; complete pattern (1,2 cm)",Good,Regular white colour; surface polished with one horizontal scar and some trimming marks; slightly oval stem diameter; decoration clear visible and rather regular,1650 post,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,733,733,Floor,in situ,TRUE,
672,672,Stem fragment,1,190,1391,,2003,,1,Stem,FALSE,28,8.5,Circular,,,,,Grey,Smoothed,Scars/Knife marks,Smoking strains-clear,FALSE,,Chipping,,,,,,,,,,,,,,Middle,"Light grey colour on one end, dark grey on other; surface smoothed with one light horizontal scar/dent; regular stem diameter; rather good/hard fired clay",,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,733,733,Floor,in situ,TRUE,
673,673,Stem fragment,1,190,1391,,2003,,1,Stem,FALSE,23,8.0,Slightly oval,,,,,White,Polished,Trimming,Smoking strains-clear,FALSE,,,,,,,,,,,,,,,,,Fragment too small,,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,733,733,Floor,in situ,TRUE,
674,674,Bowl fragment,1,190,1391,,2003,,1,Base;Bowl;Heel;Shank,FALSE,0,0.0,,,BT 2/3 ?,,,White,Polished,Clay remains;Trimming,Smoking strains-clear;Soot inside;Use after breakage,FALSE,Clear cutting marks/rounded edges around stem -has been taken off?,,Peg-spike style,,,None,,Might be positve dot/flower on each side or only remaining clay blobs from produ,,,,,,,,Good,White colour with brown and grey spots; surface highly polished with trimming marks; remaining clay blobs from production around heel; good/hard fired clay,1720-1740 ?,,,,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,733,733,Floor,in situ,TRUE,
675,675,Bowl fragment,1,190,1391,,2003,,1,Body;Bowl,FALSE,0,0.0,,,,,,White,Smoothed,,Smoking strains-light;Unused,FALSE,,,,,,,,,,,,,,,,,Fragment too small,,,,Uncertain whether used for very short time or not at all!,,,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,733,733,Floor,in situ,TRUE,
