ID,"Site, year, findnr",FindsNo,Context,Area,Dating,Fragm,Type of context,Preservation condition,Comments,Colour,Geological type,Grain size,Origin,Analyzed by,Type,Part of whetstone,Whetstone size,Nr of grinding surfaces preserved,Description of broad side,Description of narrow side,Description of end peice 1,Description of end peice 2,Cross section,Edges,Use of surfaces,Grooves,Strap attachment,General use,Description,"Sooth, iron, precipitation",Usability,Geological comments and observation,Weight,Length (full),Width (full),Thickness (full),Length (frag),Width (frag),Thickness (frag),Building Phase,Start Date,End Date,Period_Date,Attribution
75,SKH03,1026,1,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,2,Indeterminable,Indeterminable,Rounded with gradual transition to the side,,Oval/parralel sides,Rounded,Smooth,None,None,Unknown,Fragmented end-piece with smooth grinding surface and rounded end. Rounded or oblongue cross section.,None,Not usable,,16,,,0.8,4.9,2.6,,LH,1958,1958,1930-1960,Levelling Horizon
76,SKH03,1026,1,,,4,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Raw material,Fragment/raw material,Unknown,,,,,,,,,,,Not used,Four rather large fragments of light grey schist raw material with no or little sign of use. Possibly half fabricated whetstones that broke in the process and was never taken in use.,,Usable,,264,,,,,,,LH,1958,1958,1930-1960,Levelling Horizon
77,SKH03,1026,1,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End and centre piece,Small,2,Parallel,Parallel,Rounded with gradual transition to the side,,Unknown,Rounded/Sharp,Rough/smooth,None,None,Unknown,Fragmented end and centre piece of a small whetstone with parallel sidea and rounded end-pieces. Most grinding surfaces disturbed.,None,Not usable,,66,,,,,,,LH,1958,1958,1930-1960,Levelling Horizon
78,SKH03,1059,168,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Medium,3,Parallel,Parallel,Straight,,Oval/parralel sides,Rounded,Smooth,V-shaped vague,None,Moderate,"End piece of a medium sized whetstone of the light grey Eidsborg schist type. Rather fragmented but with full width and thickness preserved. Smooth grinding surfaces, parallel sides and straight end piece with rounded edges. Rather broad and flat. Oval cross section. Vague v-shaped groove along one of the narrow sides.",None,Usable,,15,,2.9,0.7,5,,,LH,1958,1958,1930-1960,Levelling Horizon
79,SKH03,1059,168,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End and centre piece,Medium,1,Indeterminable,Indeterminable,Straight but with hew marks,,Unknown,Irregular,Very irregular,,None,Unknown,"Fragmented whetstone, parts of the end and centre piece preserved. Light grey Eidsborg schist type. Remains of one broad side and two narrow sides. Original dimentions no longer visible. Depression on one side, could possibly be remains of a drilled hole. In that case it has belonged to a large or very large whetstone, possibly broken when the hole was drilled.",None,Usable,,22,,,,6.8,2.4,0.5,LH,1958,1958,1930-1960,Levelling Horizon
80,SKH03,1082,1,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Medium,4,Irregular,Irregular,Straight but with hew marks,Irregular shape,Rectangular/unevenly,Irregular,Very irregular,Several types,None,Re-used after breakage,Whole but slightly chipped excample of a medium sized whetstone of the light grey Eidsborg schist type. Re-used after breakage and with several types of grinding grooves both on the grinding surfaces and across edges and end-pieces. Must have been used to grind down damaged blades.,None,Usable,,57,8.3,2.8,1.5,,,,LH,1958,1958,1930-1960,Levelling Horizon
81,SKH03,1082,1,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole but chipped,Medium,1,Parallel,Tapering,Straight but with hew marks,Straight but with hew marks,Rectangular/unevenly,Irregular,Rough/smooth,None,None,Moderate,"Whole but slightly chipped excample of a medium sized whetstone of the light grey Eidsborg schist type. Parallel sides looking at the broad side but tapering towards one end looking at the narrow side. The endpieces are both straight but with hew marks. Only one broadside used for grinding, the remaining three sides are rough. Rectangular cross section.",Iron smear,Very usable,,135,9.3,4.1,1.8,,,,LH,1958,1958,1930-1960,Levelling Horizon
82,SKH03,1082,1,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End and centre piece,Small,3,Parallel,Parallel,Slanting,Straight but with hew marks,Rectangular,Rounded/Sharp,Smooth,None,None,Moderate,"End and centre piece of a small whetstone of the light grey Eidsborg schist type. Moderately used with parallel sides and smooth. Used on three sides. Straight and slanting end pieces, rounded on the edges. Rectangular crss section.",None,Usable,,13,,,0.8,6.5,1.3,,LH,1958,1958,1930-1960,Levelling Horizon
83,SKH03,1082,1,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End and centre piece,Medium,2,Irregular,Irregular,Irregular shape,,Rectangular,Rounded,Vawy but smooth,Across edges,None,Extensive,"End and centre piece of a mid grey Eidsborg type whetstone. Very irregular shape and rounded edges, extensive use. The two broadsides used as grinding surfaces as the narrow sides are two thin. Occational grinding grooves across the edges. Rectangular cross section.",None,Usable,,19,,,0.7,6.8,2.7,,LH,1958,1958,1930-1960,Levelling Horizon
84,SKH03,1082,1,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole but chipped,Medium,3,Irregular,Irregular,Rounded with gradual transition to the side,Straight but with hew marks,Uneven/other,Rounded,Rough/smooth,None,None,Extensive,"Whole but chipped whetstone of mid grey Eidsborg schist. Irregular in shape and could possibly be the end-piece of a large whetstone, but all edges are rounded and it must have been used at this size for a while. Almost round cross section and several rough or unused areas on the grinding surfaces.",None,Usable,,75,11.1,3,1.8,,,,LH,1958,1958,1930-1960,Levelling Horizon
85,SKH03,1117,174,,,1,,Good,,Mid grey,Schist,Medium fine,Unknown,Sice,Whetstone,Fragment/used,Medium,2,Irregular,Irregular,Rounded with gradual transition to the side,,Oval/parralel sides,Rounded,Smooth,None,None,Extensive,"End piece of a medium sized whetstone. Schist type of uncertatin origin, will need further geological determination. Very laminated and loose grain structure. Mid grey and medium coarse grain structure. Uneven sides, rounded edges and slightly convex grinding surface. Oval square section.",None,Not usable,Frekjubrýni?,20,,3,0.7,5.7,,,T1.2,1984,1986,1960-1990,Guðmundur Ólafsson Excavation
86,SKH03,1119,167,,,1,,Stabile,,Dark grey,Schist,Very fine,Unknown/Norway,,Whetstone,Whole but chipped,Small,3,Parallel,Parallel,Slanting,Straight but with hew marks,Uneven/other,Rounded/Sharp,Smooth,Across edges,None,Re-used after breakage,"Probably a hole but chipped whetstone of the dark grey, very fine grained, schist type. Triangular cross section, parallel sides and both rounded and sharp edges. Three smooth but slightly vawy grinding surfaces. Possibly the whetstone was originally with four grinding surfaces and rectangular square section but has been extensively reused after breakage (as the shape looks rather accidental but all surfaces are smooth). Both end pieces show hew marks, one is slanting the other straight. V-shaped grinding grooves across one of the end pieces.",Iron smear,Usable,"Fine grained, dark gray, quartz and biotite rich, schistose, compact, quartz nodules, faint starry glassy lustre",22,9.5,1.7,1.1,,,,S5.5,1800,1830,1780-1840,Pantry/Study & Library
87,SKH03,1119,167,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,2,Parallel,Tapering,Straight,,Rectangular/unevenly,Rounded/Sharp,Smooth,None,None,Re-used after breakage,"End and centre piece of a medium sized whetstone of the light grey Eidsborg schist type. Parallel sides looking at the broad side and tapering towards the end piece looking at the narrow side. Straight end piece, nicely rounded. Both sharp and rounded parts on the edges and irregular but rectangular square section. Only two smooth grinding surfaces (the broad sides) the narrow sides are rough and possibly with vague grinding grooves. There are a large hole in the mineral structure towards the end piece and dark grey, hard inclutions regulary spread over the stone. This is not typical in the Eidsborg schist types but does occur. The stone shows signs of re-use after breakage (the broken end has rounded edges).",None,Usable,Large hole in the grain structure and regular spread of dark hard inclutions.,40,,2.4,1.4,8.2,,,S5.5,1800,1830,1780-1840,Pantry/Study & Library
88,SKH03,1153,182,,,1,,Baad,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Indeterminable,Indeterminable,Irregular shape,,Unknown,Rounded,Rough/smooth,Across edges,None,Unknown,"Fragmented end piece of a whetstone of the light grey Eidsborg schist type. Irregular shape and too fragmented to estimate the original size or shape. Very rough surfaces, perhaps due to damages in connection to the breakage. Irregular shaped end piece with grinding grooves across the edge. Sooth smear and loose grain structure, perhaps due to heat impact.",Sooth,Not usable,,8,,1.7,,4.7,,1,S32.1,1850,1890,1840-1900,Forge
89,SKH03,1183,235,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Parallel,Parallel,Rounded with gradual transition to the side,,Oval/parralel sides,Rounded,Smooth,Across edges,None,Moderate,"End and centre piece of a medium sized light grey schist whetstone. Smooth surfaces, rounded edges and groves across the edges. Oval cross section due to use. Not used after breakage.",None,Usable,,15.5,,2,0.8,6,,,S32.1,1850,1890,1840-1900,Forge
90,SKH03,1188,195,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Small,4,Indeterminable,Indeterminable,Rounded with gradual transition to the side,,Rectangular,Rounded,Smooth,None,None,Unknown,"End piece of a small whetstone of the light grey Eidsborg schist type. Parallel, slightly tapering sides towards the rounded end piece (presumably the lower end piece). Smooth grinding surfaces, rounded edges and square cross section.",None,Not usable,,2,,0.8,0.7,3.3,,,S20.3,1700,1750,1690-1750,School Dormitory
91,SKH03,1208,198,,,1,,Stabile,SGB: Phyllite,Dark grey/purplish,Phyllite,Very fine,Unknown/Norway,,Whetstone,End and centre piece,Small,2,Irregular,Parallel,Irregular shape,,Rectangular/unevenly,Irregular,Rough/smooth,Several types,Hole for suspension,Re-used after breakage,"End and centre piece of a small pendant type whetstone of the dark grey, very fine grained schist with a purplish tint. Very irregular in shape due to fragmentation but originally tapering towards the upper end piece. It seems to have been re-used after breakage and is in general very extensively used. Several types of grinding grooves, few V-shaped grooves runing down the longitude of the stone and several across one of the edges. One broad side has a rather smooth grinding surface, the other is more irreguar and with grooves and rough areas. The end piece is irregular and looks like it has broken. The strap hole is placed in the centre of the end piece. It is slightly irregular and has been drilled from both sides (max diameter 4,5mm).",Chalk,Usable,,10,,2,0.5,6.1,,,S20.3,1700,1750,1690-1750,School Dormitory
92,SKH03,1208,198,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,3,Indeterminable,Indeterminable,,,Unknown,Rounded,Smooth,None,None,Unknown,Small fragment of a whetstone of the light gret Eidsborg schist type. Remains of smooth grinding surfaces and rounded edges visible.,Precipitaion,Not usable,,1,,1.1,,1.6,,0.4,S20.3,1700,1750,1690-1750,School Dormitory
93,SKH03,1222,232,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,2,Parallel,Parallel,,,,,Smooth,None,None,Unknown,Small fragment of a mid grey schist whetstone. Too small to determine the full size and shape of the original stone. Remains of two grinding surfaces preserved.,None,Not usable,,3,,1.5,0.5,1.8,,,S20.3,1700,1750,1690-1750,School Dormitory
94,SKH03,1222,232,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,,,,,,,,Smooth,None,None,Unknown,Small fragment of a mid grey schist whetstone. Too small to determine the full size and shape of the original stone. Remains of two grinding surfaces preserved.,None,Not usable,,1.5,,,,2.8,1,0.4,S20.3,1700,1750,1690-1750,School Dormitory
95,SKH03,1296,240,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,4,Parallel,Tapering,Rounded with sharp transition to the side,,Rectangular,Rounded,Smooth,None,None,Moderate,"End piece of a small whetstone of the light grey Eidsborg schist type. Parallel, slightly tapering sides towards the nicely rounded end piece (presumably the lower end piece). Smooth grinding surfaces, rounded edges and square cross section.",None,Not usable,,6,,1.2,0.7,3.3,,,S9.1,1740,1800,1750-1810,Living Quarters
96,SKH03,1316,249,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,3,Indeterminable,Indeterminable,,,,,Smooth,None,None,Unknown,Small fragment of a mid grey schist whetstone. Too small to determine the full size and shape of the original stone. Remains of two grinding surfaces preserved.,None,Not usable,,6.5,,,,3.2,1,1,S2.1,1902,1930,1900-1930,Haybarn
97,SKH03,1990,374,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Large,2,Indeterminable,Indeterminable,Rounded with gradual transition to the side,Straight but with hew marks,Unknown,Irregular,Rough/smooth,None,None,Unknown,"Fragmented end piece of a large whetstone. Grinding surfaces on both broad sides have been damaged and only smooth surface on one of the narrow sides remains. The end is nicely shaped, round with gradual transition to the side.",None,Usable,,62,,,,7.5,3,1.7,S8.2,1750,1800,1750-1810,Nursery/Private Chambers
98,SKH03,1990,374,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole but chipped,Small,4,Tapering,Parallel,Straight,,,,Smooth,None,None,Re-used after breakage,"Probably the end piece of a medium sized whetstone, re-used after breakage and is now preserved as an extensively used small whetstone. Tapering sides and rectangular cross section. Smooth grinding surfaces, no grooves and straight ends.",None,Usable,,12,5.5,1.8,0.6,,,,S8.2,1750,1800,1750-1810,Nursery/Private Chambers
99,SKH03,2037,323,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Parallel,Tapering,Rounded with gradual transition to the side,,Rectangular,Rounded/Sharp,Smooth,None,None,Extensive,"End and centre piece of a medium sized whetstone with smooth surfaces. Rather thin and used extensively. Tapering towards point of breakage, where it has become very thin. Nicely rounded end piece.",None,Usable,,11.5,,1.8,,6.2,,,S5.5,1800,1830,1780-1840,Pantry/Study & Library
100,SKH03,2093,429,,,2,,Baad,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Production fragment,Fragment/raw material,Unknown,,,,,,,,,None,None,Not used,"Small fragments with no signs of use, perhaps production fragments. Light grey schist, fragile.",None,Not usable,,6.5,,,,4,1.5,1,S12.2,1740,1740,1720-1750,Living Quarters
101,SKH03,2152,164,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,2,Parallel,Tapering,Rounded with sharp transition to the side,,Rectangular,Rounded,Smooth,None,None,Moderate,"End piece of a small or medium sized whetstone of the Eidsborg schist type. Parallel sides looking to the broad side and slightly tapering towards the end piece looking at the narrow side. Rectangular cross section, at points almost oval due to the rounded edges. Nicely shaped end piece, rounded with sharp transition to the side. Smooth and slightly convex grinding surfaces. Not the typical Eidsborg schist, perhaps the hardstone type?",None,Usable,Hardstone?,15,,1.9,0.8,4.6,,,MA.2,1910,1930,1900-1930,Midden Zone A
102,SKH03,2152,164,,,8,,Baad,,Mid grey,Schist,Medium fine,Unknown,,Whetstone fragment,Fragment/used,Unknown,1,Indeterminable,Indeterminable,,,Unknown,Rounded,Smooth,None,None,Unknown,"Fragments of a used whetstone but too fragmented to determine any original size or shape. Schist type of uncertatin origin, will need further geological determination. Very laminated and loose grain structure. Mid grey and medium coarse grain structure. Remains of one grinding surface preserved and rounded edges. Most likely of same shape of the remaining modern whetstone typed of the same schist type.",Precipitaion,Not usable,Frekjubrýni?,16,,,,4.7,2,0.7,MA.2,1910,1930,1900-1930,Midden Zone A
103,SKH03,2152,164,,,1,,Stabile,,Mid grey,Schist,Medium fine,Unknown,,Whetstone,End and centre piece,Medium,2,Tapering,Parallel,Straight,,Oval/parralel sides,Rounded,Smooth,None,None,Moderate,"End and centre piece of a medium to large sized whetstone. Schist type of uncertatin origin, will need further geological determination. Very laminated and loose grain structure. Mid grey and medium coarse grain structure. Rounded edges and slightly tapering towards the broken end but overal only moderately used. Almost full original dimentions preserved except from the length. Oval cross section and straight end piece. Two convex grinding surfaces preserved.",None,Usable,Frekjubrýni?,64,,3.6,1.4,7.2,,,MA.2,1910,1930,1900-1930,Midden Zone A
104,SKH03,2386,393,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,3,Indeterminable,Indeterminable,,,Unknown,,,None,None,Unknown,Fragment of the end piece of a light grey Eidsborg schist whetstone. Too small to determine the original size or shape.,None,Not usable,,10,,,,4.5,1.2,0.8,S20.1,1650,1670,1630-1690,School Dormitory
105,SKH03,2386,393,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole but chipped,Medium,3,Tapering,Parallel,,,Unknown,Sharp,Vawy but smooth,None,None,Re-used after breakage,"Medium sized whetstone, extensive use with vawy but smooth surfaces and irregular shape. Probably broken longays across the broadside and reused after breakage, all edges are smooth.",None,Usable,,23,10.2,,1,,1.5,,S20.1,1650,1670,1630-1690,School Dormitory
106,SKH03,2386,393,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole,Small,4,Parallel,Parallel,Straight but with hew marks,Straight but with hew marks,Rectangular,Sharp,Smooth,None,None,Moderate,"Small, whole whetstone, bar shaped, parallel sides, straight end-pieces with hew marks. Smooth grinding surfaces, no grooves. Rectangular cross section.",None,Usable,,19,7.5,1.1,0.9,,,,S20.1,1650,1670,1630-1690,School Dormitory
107,SKH03,2424,441,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Small,2,Parallel,Tapering,Rounded with sharp transition to the side,,Oval/parralel sides,Rounded,Smooth,None,None,Moderate,"End and centre piece of, presumably, a small whetstone of the light grey Eidsborg schist type. Moderately used, smooth straight and convex surfaces, rounded edges and rounded end piece. Parallel sides looking at the broad side and tapering towards the point of breakage looking at the narrow side. Oval cross section due to use.",None,Usable,,5.5,,1.3,0.7,4.8,,,S20.1,1650,1670,1630-1690,School Dormitory
108,SKH03,2431,373,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Small,4,Tapering,Tapering,Irregular shape,Slanting,Rectangular,Sharp,Vawy but smooth,None,Unfinished drill hole,Moderate,"Small, whole whetstone, tapering towards both ends both on broad and narrow side. Smooth but vawy surfaces, thickest around the centre and grinded towards the end pieces. Unfinished drill hole near one end. Relatively sharp edges and rounded end pieces.",None,Usable,,29,7.3,2.4,1.3,,,,S20.2,1670,1700,1660-1720,School Dormitory
109,SKH03,2456,488,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Centre piece only,Small,1,Parallel,Irregular,,,Uneven/other,Rounded,Rough/smooth,None,None,Extensive,"Centre piece of, probably, a small extensively used whetstone. Rounded edges and very thin due to use.",None,Not usable,,4.5,,1.2,0.5,4.4,,,S20.2,1670,1700,1660-1720,School Dormitory
110,SKH03,2494,400,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole,Small,4,Tapering,Irregular,Straight but with hew marks,Irregular shape,Rectangular,Irregular,Vawy but smooth,U-shaped vague,None,Moderate,"Small, completely preserved excample of a light grey Eidsborg schist whetstone, perhaps of the hardstone type. This will need further geological determination. Moderately used with four smooth but vawy grinding surfaces, rounded and irregular edges and square cross section. Slightly tapering when looking at the broadside and parallel but with irregularities when looking at the narrow side. Irregularities on the surface structure and perhaps some vague u-shaped grinding groves but could be damages. End pieces are rounded but irregular in shape.",None,Very usable,"Hardstone? SGB: Fine grained, dark gray, very faint starry lustre, quartz rich quartz biotite mucscovite schist?",37.5,8.2,1.7,1.4,,,,S20.3,1700,1750,1690-1750,School Dormitory
111,SKH03,2497,391,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Very small,2,Indeterminable,Indeterminable,,,,,Smooth,None,None,Unknown,Fragment of the end piece of a medium grey Eidsborg schist whetstone. Too small to determine the original size or shape.,None,Not usable,,7,,,,4.6,1.5,0.8,S20.2,1670,1700,1660-1720,School Dormitory
112,SKH03,2515,448,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Irregular,Irregular,Straight but with hew marks,,Rectangular,Rounded,Smooth,None,None,Moderate,End and centre piece of a medium sized schist whetstone. Irregular shaped but rather smooth grinding srufaces and no grinding groves.,None,Usable,,31,,2,1.2,7.2,,,S20.2,1670,1700,1660-1720,School Dormitory
113,SKH03,2523,424,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Indeterminable,Indeterminable,Rounded with gradual transition to the side,,Oval/parralel sides,Rounded,Smooth,None,None,Unknown,End piece of a light grey Eidsborg schist whetstone. Too small to determine the original size or shape.,None,Not usable,,3,,,,2.4,1.8,0.4,S20.1,1650,1670,1630-1690,School Dormitory
114,SKH03,2523,424,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,Oval/parralel sides,Rounded,Smooth,None,None,Unknown,Fragment of the end piece of a light grey Eidsborg schist whetstone. Too small to determine the original size or shape.,None,Not usable,,7,,,,3.9,2,0.6,S20.1,1650,1670,1630-1690,School Dormitory
115,SKH03,2523,424,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,2,Parallel,Tapering,Rounded with gradual transition to the side,,Oval/parralel sides,Rounded,Smooth,None,None,Unknown,End piece of a light grey Eidsborg schist whetstone. Too small to determine the original size or shape.,None,Not usable,,10,,2.2,0.8,3.5,,,S20.1,1650,1670,1630-1690,School Dormitory
116,SKH03,2523,424,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,4,Tapering,Tapering,Rounded with gradual transition to the side,,Rectangular,Sharp,Smooth,None,None,Unknown,End piece of a light grey Eidsborg schist whetstone. Nicely shaped and very pointy end piece. Too small to determine the original size or shape.,None,Not usable,,8,,1,0.9,5,,,S20.1,1650,1670,1630-1690,School Dormitory
117,SKH03,2551,477,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Tapering,Tapering,Straight but with hew marks,,Rectangular/unevenly,Rounded/Sharp,Smooth,None,None,Extensive,"Extensively used end and centre piece of a light grey schist whetstone. Tapering towards point of breakage, where it has been grinded very thin. Not used after breakage. Smooth grinding surfaces and no groves.",None,Usable,,12.5,,1.4,1.3,5.3,,,S20.2,1670,1700,1660-1720,School Dormitory
118,SKH03,2700,587,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Small,4,Bread shaped/convex,Irregular,Convergent,Straight,Rectangular/unevenly,Rounded,Smooth,U-shaped vague,None,Moderate,Whole but chipped small and nicely shaped whetstone of the light grey schist type. Tapering towards both ends looking at the broad side. Straight but rounded edges and smooth surfaces. One vague and one deep U-shaped grinding groove running along one of the narrow sides.,Sooth,Usable,,20,8.1,1.7,0.9,,,,S4.2,1760,1780,1750-1780,Lodge/Dining Room & Chambers
119,SKH03,2750,605,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Centre piece only,Medium,2,Irregular,Irregular,,,Uneven/other,Rounded,Very irregular,None,None,Re-used after breakage,"Centre piece of a mid grey Eidsborg schist type whetstone. Extensively used, broken at two seperate occations and show signs of reuse as one of the ends is smoothened after breakage. Very irregular use of the surfaces, largely smooth but very vawy. The edges are rounded and the cross section irregular. The shape of the sides very irregular.",Chalk,Usable,,22.5,,2.6,0.7,7.3,,,S20.1,1650,1670,1630-1690,School Dormitory
120,SKH03,2782,555,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Tapering,Tapering,Rounded with gradual transition to the side,,Uneven/other,Rounded,Smooth,None,None,Unknown,"End piece of a small whetstone of the light grey Eidsborg schist type. Tapering sides towards the rounded end piece (presumably the lower end piece). Smooth grinding surfaces, rounded edges and uneven cross section.",None,Not usable,,1,,1.6,0.4,2.1,,,S20.2,1670,1700,1660-1720,School Dormitory
121,SKH03,2782,555,,,1,,,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Large,3,Parallel,Parallel,Irregular shape,,Rectangular/unevenly,Irregular,Rough/smooth,None,None,Extensive,"End piece of a large or very large whetstone made of the light grey Eidsborg schist type. Irregular shaped end piece and parallel sides. Rounded edges and very irregular use of the grinding surfaces, that are vawy and both smooth and rough. One broad side looks unused, probably how the stone was lying during use. No destinct grinding grooves. Irregular but rectangular cross section. The stone type is not the typical Eidsborg type, could be the hard stone type from Eidsborg? But would need further geological studies to determine this.",Precipitaion,Usable,Very hard stone type,48,,2.4,2,5.5,,,S20.2,1670,1700,1660-1720,School Dormitory
122,SKH03,2789,571,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole,Small,4,Tapering,Tapering,Straight but with hew marks,Rounded with gradual transition to the side,Oval/parralel sides,Rounded,Smooth,None,Indentation for a thong,Extensive,"A fully preserved small pendant type whetstone of the light grey Eidsborg schist type. Tapering towards the lower end piece due to use. The lower end piece is gradually rounded and the other is straight but with hew marks. This end has two parallel groves running around the broad sides of the upper end piece, and one down the longitude of the end piece on all four sides, intended for strap/thong attachment. The grinding surfaces are smooth and the edges rounded. Oval square section.",Chalk,Usable,"SGB: fine, starry glassy lustre, gray, quartz rich, schistose, occational voids where porphyroblasts have chipped away, <1 mm, e.g. greenish black and angular (type?), non-magnetic, and possibly quartz nodules",15,6.6,1.4,1.2,,,,S20.1,1650,1670,1630-1690,School Dormitory
123,SKH03,2810,547,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End and centre piece,Small,4,Parallel,Parallel,Straight,,Rectangular,Rounded/Sharp,Vawy but smooth,None,None,Moderate,"End and centre piece of a small whetstone of the light grey Eidsborg schist type. Moderately used with parallel sides and smooth but vawy grinding surfaces. Used on all four sides. Straight and nicely shaped end piece, rounded on the edges. Rectangular cross section.",Chalk,Usable,"Holes, but with regular distribution, not disturbing the grinding quality.",12,,1.2,1.1,5.2,,,S20.2,1670,1700,1660-1720,School Dormitory
124,SKH03,2810,547,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,Unknown,Rounded,Smooth,None,None,Unknown,Fragment of an end piece. Light grey Eidsborg schist. Too small a fragmtent to determine any original shape or size of the whetstone. Rather thin with rounded edges and remains of two smooth grinding surfaces.,None,Not usable,,1,,,,,,,S20.2,1670,1700,1660-1720,School Dormitory
125,SKH03,2828,568,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Centre piece only,Unknown,2,Indeterminable,Indeterminable,,,Oval/parralel sides,Rounded,Smooth,None,None,Unknown,"Centre piece of a light grey schist whetstone, probably medium sized and extensively used as it is rather thin but not possible to determine accurately as the fragment is too small. Smooth surfaces, rounded edges and oval cross section.",None,Usable,,11.5,,2.3,0.5,5.5,,,MC.1,1650,1700,1630-1720,Midden Zone C
126,SKH03,2902,633,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Medium,4,Parallel,Parallel,Slanting,Straight but with hew marks,Rectangular/unevenly,Rounded,Smooth,None,None,Re-used after breakage,"Whole whetstone of the light grey schist type, probably re-used after breakage. Both rounded and slanting end piece and the other straight but with hew marks. Smooth surfaces but slightly vawy due to use. Tapering towards the broken end.",None,Usable,,28,8.7,2,1.2,,,,S5.4,1780,1800,1780-1810,Pantry/Study & Library
